cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,region_x,city_x,region_y,city_y,store_type,total_mass_kg,post_index,season
1025.5,538,48,5,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,11.0,51941,Осень
1026.36,973,35,4,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,2.4,70845,Весна
1026.46,895,42,10,B2B,Физическое лицо,Одежда,Женская,Центральный,Москва,Приволжский,Казань,Розничный,3.0,423724,Зима
1027.79,709,54,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,17.5,744861,Весна
1028.32,751,27,9,B2B,Юридическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,0.117,256853,Зима
1029.49,854,34,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Калининград,Розничный,7.84,664928,Осень
1029.58,684,12,9,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Центральный,Москва,Оптовый,3.6,472648,Осень
103.34,68,64,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Приволжский,Казань,Розничный,350.0,205294,Зима
103.5,67,25,10,B2C,Физическое лицо,Электроника,Компьютеры,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,50.0,366615,Зима
103.54,88,52,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Уральский,Екатеринбург,Розничный,26.3,382603,Зима
103.6,138,43,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Москва,Розничный,60.0,776547,Зима
1033.29,942,27,2,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,1.0,995355,Весна
1033.58,571,53,6,B2C,Физическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,1.02,917320,Лето
1033.72,560,41,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Приволжский,Казань,Розничный,4.9,722726,Зима
1034.23,785,47,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,4.0,55078,Зима
1034.83,584,22,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,140.0,995656,Зима
1035.09,548,65,1,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Южный,Сочи,Розничный,0.25,638606,Лето
1035.61,789,36,3,B2C,Физическое лицо,Спорттовары,Тренажеры,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,219.0,23882,Зима
1035.7,714,51,5,B2B,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,1.65,494568,Зима
1035.99,646,53,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Южный,Краснодар,Оптовый,10.5,28192,Весна
1036.22,858,35,6,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,13.2,191985,Лето
1036.96,637,72,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Москва,Оптовый,31.5,108834,Осень
1037.68,943,57,10,B2C,Юридическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Северо-Западный,Калининград,Розничный,5.0,106931,Весна
1038.05,715,25,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,420.0,630654,Зима
1038.43,621,10,3,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,210.0,695179,Лето
1038.77,725,32,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,1.7,576126,Лето
1038.96,740,17,9,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Приволжский,Казань,Розничный,1.62,879578,Весна
1039.4,882,65,8,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,560.0,937013,Лето
1039.79,869,3,10,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Дальневосточный,Владивосток,Розничный,3.3,135293,Зима
104.58,63,46,2,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Южный,Краснодар,Розничный,0.6,834149,Лето
104.96,54,54,10,VIP,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Дальневосточный,Владивосток,Розничный,1.7,639386,Осень
1042.22,650,30,9,B2C,Юридическое лицо,Одежда,Мужская,Южный,Сочи,Южный,Краснодар,Розничный,6.3,679371,Лето
1042.33,988,12,8,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Сочи,Оптовый,4.8,190866,Лето
1043.05,786,70,9,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Приволжский,Казань,Оптовый,2.7,507429,Лето
1043.57,614,49,6,VIP,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,2.4,397481,Лето
1044.04,766,37,10,VIP,Физическое лицо,Одежда,Мужская,Сибирский,Новосибирск,Южный,Краснодар,Розничный,3.0,258839,Лето
1044.62,866,22,8,VIP,Физическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,5.6,985567,Лето
1044.99,676,21,4,VIP,Физическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Северо-Западный,Калининград,Розничный,0.68,150929,Весна
1045.03,695,38,4,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,280.0,338259,Зима
1045.24,911,2,8,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,140.0,136418,Осень
1045.38,678,28,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Южный,Краснодар,Розничный,6.859999999999999,521469,Весна
1046.1,644,56,7,B2B,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Центральный,Москва,Розничный,184.1,941590,Зима
1046.46,720,9,6,B2B,Юридическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Уральский,Екатеринбург,Розничный,157.8,864774,Зима
1047.8,638,65,3,VIP,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,1.8,414756,Осень
1048.36,546,51,5,B2C,Юридическое лицо,Электроника,Компьютеры,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,50.0,753106,Лето
1048.57,602,36,9,B2C,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Центральный,Москва,Розничный,1.62,95986,Осень
1049.93,729,54,4,B2B,Юридическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,8.8,116187,Лето
105.02,164,62,4,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Москва,Южный,Сочи,Розничный,0.72,348682,Осень
105.11,114,43,5,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,1.5,869531,Лето
105.35,191,6,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,6.859999999999999,47171,Весна
105.45,193,59,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,630.0,564217,Весна
105.75,150,23,5,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,1.25,696897,Зима
1050.03,699,64,8,B2B,Физическое лицо,Электроника,Аксессуары,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,0.104,297846,Осень
1050.3,803,48,2,B2C,Юридическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,4.4,9138,Осень
1052.85,606,29,9,VIP,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Москва,Розничный,157.5,52261,Лето
1053.43,729,25,6,B2C,Юридическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Южный,Сочи,Розничный,3.0,82767,Зима
1053.79,588,39,5,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Южный,Краснодар,Оптовый,3.0,206320,Лето
1054.47,855,15,4,B2C,Юридическое лицо,Электроника,Аксессуары,Приволжский,Казань,Приволжский,Казань,Оптовый,1.0,953068,Осень
1054.65,562,42,7,B2C,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Приволжский,Казань,Оптовый,2.8,788512,Лето
1055.03,588,43,5,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,3.0,249971,Зима
1055.22,817,4,4,B2B,Физическое лицо,Одежда,Женская,Центральный,Москва,Сибирский,Новосибирск,Розничный,1.2,766876,Лето
1055.29,791,37,7,B2B,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Москва,Розничный,490.0,285494,Зима
1056.24,874,67,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Уральский,Екатеринбург,Розничный,105.0,334538,Зима
1056.69,664,65,1,VIP,Юридическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Краснодар,Оптовый,0.013,930290,Зима
1057.27,803,57,2,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,0.66,272375,Лето
1058.3,788,20,3,VIP,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,6.600000000000001,269050,Зима
1058.93,611,41,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.8500000000000001,539765,Осень
1059.09,575,30,8,VIP,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,2.64,117022,Осень
1059.59,691,16,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Приволжский,Казань,Розничный,0.8500000000000001,878343,Осень
1059.86,964,28,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Сибирский,Новосибирск,Розничный,3.92,420165,Зима
106.01,174,45,4,B2B,Юридическое лицо,Электроника,Компьютеры,Южный,Сочи,Центральный,Нижний Новгород,Розничный,40.0,669908,Зима
106.47,94,55,8,B2C,Юридическое лицо,Одежда,Мужская,Южный,Сочи,Южный,Сочи,Розничный,2.4,876288,Лето
106.55,108,12,2,VIP,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Южный,Сочи,Розничный,0.026,148839,Зима
1060.39,899,62,3,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Северо-Западный,Калининград,Розничный,1.8,485765,Осень
1061.12,630,30,7,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Москва,Розничный,122.5,783959,Лето
1061.19,894,36,4,B2C,Физическое лицо,Спорттовары,Тренажеры,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,105.2,185488,Осень
1061.36,858,25,7,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Приволжский,Казань,Розничный,4.2,964478,Лето
1062.18,896,34,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Северо-Западный,Калининград,Розничный,6.859999999999999,974245,Осень
1063.53,633,28,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Северо-Западный,Калининград,Розничный,15.25,252959,Зима
1063.99,612,47,5,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,3.0,78658,Весна
1064.31,641,47,5,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Южный,Сочи,Розничный,11.0,703070,Зима
1064.33,618,60,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,0.51,245692,Зима
1064.99,599,68,7,B2B,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,21.35,596178,Весна
1065.63,591,10,7,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Центральный,Москва,Розничный,1.26,857491,Лето
1065.92,664,51,10,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Центральный,Москва,Розничный,2.5,192472,Лето
1065.95,598,11,8,B2C,Юридическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Приволжский,Казань,Розничный,1.36,872972,Лето
1066.21,592,6,1,VIP,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,3.05,368764,Весна
1067.01,972,30,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Приволжский,Казань,Розничный,0.98,816635,Весна
1067.53,832,38,5,B2B,Юридическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,0.8999999999999999,666985,Весна
1068.34,830,49,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,2.94,323805,Зима
1068.43,836,57,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Москва,Розничный,2.94,922935,Зима
1068.5,642,35,7,B2B,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Приволжский,Казань,Розничный,15.4,815233,Осень
1068.5,736,6,9,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Сочи,Розничный,2.97,317513,Лето
1068.6,768,28,10,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,1.7,743582,Осень
1068.76,579,14,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,420.0,147985,Весна
1069.4,574,50,3,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Сибирский,Новосибирск,Розничный,1.2,830928,Осень
1069.48,652,60,1,B2C,Юридическое лицо,Одежда,Унисекс,Южный,Сочи,Северо-Западный,Калининград,Розничный,0.4,710795,Весна
1069.51,869,15,10,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Сибирский,Новосибирск,Розничный,22.0,185507,Лето
1069.63,586,13,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Северо-Западный,Калининград,Розничный,140.0,802680,Осень
107.77,85,7,2,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,20.0,260318,Зима
107.88,167,3,5,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Южный,Сочи,Розничный,0.065,196028,Зима
1070.23,657,12,3,B2C,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Калининград,Розничный,0.8999999999999999,119279,Осень
1070.7,661,64,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,7.0,641545,Осень
1070.84,756,70,4,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Северо-Западный,Калининград,Розничный,1.32,357096,Весна
1070.88,691,63,8,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,560.0,684177,Весна
1071.74,644,1,9,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,630.0,469583,Лето
1073.05,869,63,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,140.0,551719,Лето
1073.27,950,63,9,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,90.0,544997,Зима
1074.07,745,53,4,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Розничный,0.052,195406,Весна
1074.7,692,30,5,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,300.0,81098,Лето
1075.26,929,68,1,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Приволжский,Казань,Розничный,10.0,647070,Весна
1076.1,854,44,1,B2B,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Дальневосточный,Владивосток,Розничный,0.013,314464,Весна
1076.67,719,72,7,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Южный,Краснодар,Розничный,35.0,501143,Зима
1077.11,733,21,5,B2C,Юридическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Южный,Сочи,Розничный,2.5,876396,Зима
1078.29,685,47,10,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,3.0,596117,Зима
1078.6,841,3,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Дальневосточный,Владивосток,Розничный,31.5,656741,Зима
1079.13,729,2,2,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Сочи,Розничный,6.1,436250,Лето
1079.38,840,51,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Дальневосточный,Владивосток,Розничный,2.94,458398,Осень
