cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,region_x,city_x,region_y,city_y,store_type,total_mass_kg,post_index,season
1011.17,753,65,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Москва,Розничный,7.84,159193,Зима
1011.18,611,37,7,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Южный,Сочи,Розничный,490.0,658934,Зима
1011.34,922,36,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Южный,Краснодар,Розничный,31.5,970830,Весна
1011.75,919,36,7,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Москва,Оптовый,0.21,200272,Лето
1012.2,875,53,1,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,70.0,656688,Осень
1012.98,534,53,3,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,2.1,688132,Лето
1013.04,574,27,3,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Центральный,Москва,Розничный,1.2,921674,Лето
1013.13,577,30,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,420.0,268274,Лето
1014.35,999,6,3,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,1.2,257868,Лето
1014.84,580,39,6,B2B,Юридическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,13.2,923780,Осень
1015.17,891,54,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,21.0,647079,Лето
1015.39,811,63,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Дальневосточный,Владивосток,Розничный,72.0,472038,Зима
1015.43,999,10,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,490.0,813182,Лето
1016.08,546,14,5,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,300.0,978123,Осень
1016.08,998,22,5,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Москва,Оптовый,1.25,83817,Осень
1016.6,716,47,9,VIP,Физическое лицо,Электроника,Компьютеры,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,19.8,269989,Зима
1016.83,694,41,6,B2B,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,60.0,33542,Осень
1016.98,691,14,3,B2C,Физическое лицо,Одежда,Унисекс,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,1.8,498631,Весна
1017.2,782,36,3,B2B,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,6.600000000000001,685377,Осень
1017.28,856,3,3,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,180.0,365115,Лето
1017.43,594,71,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,140.0,509514,Зима
1017.55,799,69,1,B2B,Физическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,0.17,837667,Осень
1017.59,728,6,2,B2C,Физическое лицо,Одежда,Женская,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,1.2,877075,Весна
1017.81,702,14,3,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,210.0,960921,Весна
1018.34,802,65,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,146.0,307012,Зима
1018.87,976,39,10,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,22.0,240116,Зима
102.28,53,28,8,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,584.0,256020,Осень
102.29,186,39,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,3.92,713806,Лето
102.48,76,31,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,15.25,931265,Зима
102.62,92,49,10,VIP,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,35.0,598135,Лето
102.64,156,72,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Центральный,Нижний Новгород,Розничный,600.0,114226,Осень
102.65,71,39,9,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,2.7,212011,Лето
102.74,73,18,9,B2C,Юридическое лицо,Электроника,Аксессуары,Центральный,Нижний Новгород,Северо-Западный,Калининград,Розничный,0.117,572957,Лето
1020.07,954,54,3,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,0.09,461186,Осень
1022.19,740,67,5,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,11.0,322384,Лето
1022.44,544,6,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,10.5,201133,Весна
1022.88,746,34,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Розничный,4.5,80350,Лето
1022.91,841,19,1,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,0.18,182303,Осень
1024.34,752,71,3,VIP,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,0.09,598000,Весна
1024.37,632,32,10,B2C,Юридическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Южный,Сочи,Розничный,730.0,583886,Осень
1024.41,598,46,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Приволжский,Казань,Розничный,157.8,567614,Лето
1024.75,947,29,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Южный,Сочи,Розничный,360.0,347229,Осень
1025.45,682,52,2,B2C,Физическое лицо,Электроника,Компьютеры,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,10.0,514177,Весна
1025.82,573,11,3,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Уральский,Екатеринбург,Розничный,0.09,112396,Весна
1026.83,936,61,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,35.0,118990,Зима
1028.53,646,26,8,B2B,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Приволжский,Казань,Оптовый,4.0,85368,Осень
1028.6,788,55,3,VIP,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Приволжский,Казань,Оптовый,2.94,158258,Весна
1029.27,783,16,7,B2C,Физическое лицо,Одежда,Унисекс,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,1.26,155766,Весна
1029.53,723,27,5,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,350.0,678912,Осень
103.17,149,9,1,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,0.03,586118,Зима
103.79,64,7,5,B2B,Юридическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Дальневосточный,Владивосток,Розничный,0.8500000000000001,816949,Весна
1030.58,525,49,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,120.0,359206,Лето
1031.53,657,4,8,B2C,Физическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,80.0,725368,Лето
1032.13,701,67,2,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Краснодар,Оптовый,140.0,660411,Лето
1033.13,521,31,10,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Приволжский,Казань,Розничный,22.0,63754,Зима
1033.39,757,72,9,B2C,Юридическое лицо,Одежда,Унисекс,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,1.62,697402,Зима
1033.7,591,15,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,52.5,403336,Осень
1034.74,839,12,9,B2C,Физическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Южный,Сочи,Розничный,19.8,833587,Осень
1034.77,879,32,9,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Приволжский,Казань,Розничный,0.117,968209,Весна
1034.9,786,60,9,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,0.117,925468,Лето
1034.98,730,39,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Южный,Сочи,Розничный,1.0,841882,Весна
1036.44,582,66,2,VIP,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.36,909911,Осень
1036.46,716,6,8,B2C,Юридическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,17.6,306192,Лето
1037.16,552,4,8,VIP,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Уральский,Екатеринбург,Розничный,560.0,461171,Зима
1037.63,716,9,9,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,3.6,237705,Весна
1038.65,869,39,1,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Приволжский,Казань,Розничный,2.2,470259,Весна
1039.49,605,65,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Уральский,Екатеринбург,Розничный,3.5,57425,Весна
1039.79,907,66,5,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,300.0,176976,Осень
104.22,100,1,9,B2C,Физическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,45.0,669834,Лето
104.27,93,23,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,6.859999999999999,316199,Весна
104.54,99,3,9,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,5.399999999999999,925920,Лето
104.84,140,40,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,146.0,565482,Весна
104.93,74,67,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,630.0,713918,Лето
1040.43,816,56,9,B2C,Юридическое лицо,Одежда,Мужская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,6.3,243940,Весна
1040.54,611,66,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Краснодар,Розничный,27.0,518303,Лето
1040.87,627,5,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,0.34,235261,Весна
1041.98,593,48,3,B2B,Физическое лицо,Электроника,Компьютеры,Северо-Западный,Санкт-Петербург,Центральный,Москва,Розничный,6.600000000000001,311831,Весна
1042.92,555,56,7,VIP,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Южный,Краснодар,Розничный,15.4,43727,Лето
1043.43,861,57,9,B2B,Юридическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Приволжский,Казань,Оптовый,8.82,797568,Весна
1044.19,847,67,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,3.5,668751,Лето
1045.35,611,54,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,1.53,49490,Осень
1045.53,684,67,2,B2B,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,0.026,239558,Зима
1045.65,613,17,7,B2C,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Приволжский,Казань,Розничный,2.1,159360,Зима
1046.49,779,50,2,VIP,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Приволжский,Казань,Розничный,0.5,230345,Лето
1047.57,748,55,7,VIP,Физическое лицо,Электроника,Аксессуары,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,0.21,418394,Лето
1047.66,653,63,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Северо-Западный,Санкт-Петербург,Розничный,240.0,166228,Весна
1048.48,730,10,9,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,2.97,857163,Весна
1048.52,811,29,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,157.8,813594,Лето
1048.68,547,3,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,5.88,953864,Осень
1049.67,834,55,7,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Дальневосточный,Владивосток,Розничный,2.8,243737,Осень
1049.85,978,57,1,B2C,Юридическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Оптовый,0.013,557150,Осень
105.12,59,43,1,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Южный,Сочи,Розничный,0.33,766228,Зима
105.62,64,42,8,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,140.0,525869,Зима
105.69,206,14,8,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Уральский,Екатеринбург,Розничный,5.6,631862,Лето
1050.45,780,7,5,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,3.0,678756,Весна
1050.56,529,43,9,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Южный,Краснодар,Розничный,2.25,416933,Весна
1051.56,608,54,10,B2B,Юридическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,175.0,492592,Весна
1052.38,903,24,8,B2B,Физическое лицо,Одежда,Мужская,Центральный,Москва,Южный,Краснодар,Розничный,2.4,834276,Лето
1053.27,748,68,10,B2B,Юридическое лицо,Одежда,Унисекс,Центральный,Москва,Центральный,Нижний Новгород,Розничный,6.0,371064,Зима
1054.67,959,45,4,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Москва,Оптовый,0.052,515899,Лето
1055.49,664,53,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Центральный,Москва,Розничный,72.0,826389,Весна
1055.59,554,65,1,B2C,Юридическое лицо,Одежда,Женская,Центральный,Москва,Центральный,Нижний Новгород,Розничный,0.33,898147,Лето
1055.73,535,17,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,81.0,524119,Весна
1056.61,994,70,8,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Сибирский,Новосибирск,Розничный,560.0,200269,Лето
1056.97,670,42,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,157.8,127646,Весна
1057.26,672,6,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Розничный,81.0,379773,Лето
1057.65,805,19,2,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Розничный,0.06,299252,Лето
1058.11,892,42,8,B2B,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Уральский,Екатеринбург,Розничный,210.4,981508,Весна
1058.39,633,37,8,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Уральский,Екатеринбург,Розничный,2.64,575144,Весна
106.42,67,54,2,VIP,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,0.66,939217,Весна
106.79,110,45,4,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Северо-Западный,Калининград,Розничный,240.0,349152,Осень
1060.48,536,22,7,B2B,Физическое лицо,Электроника,Мобильные устройства,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,1.19,416001,Весна
1062.08,673,66,5,B2C,Юридическое лицо,Одежда,Мужская,Приволжский,Казань,Южный,Сочи,Оптовый,1.5,94096,Зима
1062.15,970,47,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Сибирский,Новосибирск,Розничный,4.5,373613,Зима
1063.48,775,35,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,420.0,368459,Лето
1063.95,605,23,3,VIP,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,1.2,781623,Лето
1064.04,637,66,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,184.1,14022,Весна
1064.1,680,45,2,VIP,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,52.6,558565,Осень
1064.79,977,2,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Южный,Сочи,Розничный,120.0,617426,Лето
1064.97,578,2,1,VIP,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Южный,Сочи,Розничный,0.17,979352,Лето
1065.18,623,16,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Сочи,Оптовый,350.0,428898,Зима
1066.03,545,23,1,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Южный,Краснодар,Розничный,0.013,303834,Зима
1066.16,578,44,8,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Центральный,Нижний Новгород,Розничный,2.0,610380,Лето
1066.36,936,33,9,VIP,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,2.97,501561,Лето
1066.37,776,15,8,VIP,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Приволжский,Казань,Розничный,480.0,626092,Весна
1066.43,791,55,1,B2C,Юридическое лицо,Электроника,Компьютеры,Центральный,Москва,Уральский,Екатеринбург,Розничный,2.2,673521,Осень
1069.18,634,6,4,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Центральный,Москва,Розничный,2.4,579612,Зима
1069.62,551,41,8,B2B,Физическое лицо,Одежда,Мужская,Центральный,Москва,Сибирский,Новосибирск,Розничный,5.6,403871,Лето
107.24,96,46,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Приволжский,Казань,Розничный,240.0,338530,Зима
107.35,81,9,7,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,4.899999999999999,300406,Лето
107.52,145,40,1,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,0.25,504143,Осень
107.95,111,60,8,B2C,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Южный,Сочи,Розничный,1.44,453671,Весна
1070.43,861,39,9,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,2.25,108888,Зима
1070.77,574,50,1,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Приволжский,Казань,Розничный,0.6,929109,Осень
1071.05,624,9,9,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Центральный,Нижний Новгород,Розничный,2.25,126644,Лето
1072.04,906,39,9,B2B,Физическое лицо,Одежда,Женская,Южный,Сочи,Сибирский,Новосибирск,Розничный,5.399999999999999,190291,Осень
1072.17,693,58,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Южный,Сочи,Розничный,60.0,505032,Осень
1073.34,599,19,2,B2C,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.026,456341,Лето
1074.1,806,19,8,VIP,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,2.4,757980,Зима
1074.68,571,7,6,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,5.88,623063,Лето
1074.88,700,11,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Приволжский,Казань,Розничный,122.5,24859,Осень
1075.4,734,11,1,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Южный,Краснодар,Розничный,0.33,850065,Весна
1076.51,803,29,1,B2B,Физическое лицо,Одежда,Женская,Южный,Сочи,Дальневосточный,Владивосток,Розничный,0.3,32358,Зима
1077.08,957,43,6,B2C,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Центральный,Москва,Розничный,2.4,351161,Лето
1077.41,924,58,2,VIP,Юридическое лицо,Одежда,Мужская,Центральный,Москва,Южный,Краснодар,Розничный,1.0,350921,Весна
1078.52,783,24,2,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,0.6,199951,Лето
108.33,89,25,1,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Северо-Западный,Калининград,Оптовый,0.7,287126,Лето
108.35,139,24,8,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,17.6,50188,Зима
108.42,81,34,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,12.2,396557,Зима
108.6,60,67,6,B2B,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Приволжский,Казань,Оптовый,420.0,400834,Лето
