cost,distance,delivery_time_hours,quantity,departure_date,arrival_date,total_mass_kg,arrival_season,segment_B2C,segment_VIP,customer_type_Юридическое лицо,category_Одежда,category_Спорттовары,category_Электроника,sub_category_Женская,sub_category_Компьютеры,sub_category_Крупная техника,sub_category_Малая техника,sub_category_Мобильные устройства,sub_category_Мужская,sub_category_Тренажеры,sub_category_Унисекс,city_x_Москва,city_x_Нижний Новгород,city_x_Новосибирск,city_x_Санкт-Петербург,city_x_Сочи,city_y_Екатеринбург,city_y_Казань,city_y_Калининград,city_y_Краснодар,city_y_Москва,city_y_Нижний Новгород,city_y_Новосибирск,city_y_Санкт-Петербург,city_y_Сочи,store_type_Розничный,departure_season_Зима,departure_season_Лето,departure_season_Осень
268.19,136,14,1,2023-01-02 01:08:00,2023-01-02 15:08:00,26.3,Зима,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
64.9,121,22,6,2023-01-02 01:16:00,2023-01-02 23:16:00,3.0,Зима,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
929.75,476,3,4,2023-01-02 02:00:00,2023-01-02 05:00:00,0.68,Зима,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1148.59,804,3,4,2023-01-02 05:46:00,2023-01-02 08:46:00,2.8,Зима,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1263.42,893,43,4,2023-01-02 07:28:00,2023-01-04 02:28:00,2.4,Зима,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
585.51,331,48,6,2023-01-02 16:10:00,2023-01-04 16:10:00,2.4000000000000004,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
183.23,218,72,6,2023-01-02 18:31:00,2023-01-05 18:31:00,3.0,Зима,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1068.43,836,57,3,2023-01-02 19:57:00,2023-01-05 04:57:00,2.94,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
313.52,189,21,7,2023-01-02 21:18:00,2023-01-03 18:18:00,2.31,Зима,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
380.58,256,60,8,2023-01-03 03:28:00,2023-01-05 15:28:00,17.6,Зима,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
701.9,448,45,10,2023-01-03 03:48:00,2023-01-05 00:48:00,100.0,Зима,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
273.18,147,25,3,2023-01-03 10:00:00,2023-01-04 11:00:00,1.2000000000000002,Зима,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
538.38,615,71,3,2023-01-03 10:31:00,2023-01-06 09:31:00,1.7999999999999998,Зима,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
232.6,178,58,7,2023-01-03 10:33:00,2023-01-05 20:33:00,2.8000000000000003,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
249.73,252,2,7,2023-01-03 13:48:00,2023-01-03 15:48:00,2.1,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
388.0,609,1,7,2023-01-03 15:24:00,2023-01-03 16:24:00,6.859999999999999,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1437.53,992,15,6,2023-01-03 16:37:00,2023-01-04 07:37:00,1.02,Зима,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
132.72,80,9,1,2023-01-03 21:28:00,2023-01-04 06:28:00,70.0,Зима,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
281.48,520,52,1,2023-01-04 00:25:00,2023-01-06 04:25:00,60.0,Зима,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
1475.01,751,23,9,2023-01-04 01:04:00,2023-01-05 00:04:00,27.45,Зима,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1171.02,824,69,10,2023-01-04 02:46:00,2023-01-06 23:46:00,4.0,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1492.91,845,15,8,2023-01-04 04:39:00,2023-01-04 19:39:00,0.104,Зима,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
503.72,328,20,2,2023-01-04 12:35:00,2023-01-05 08:35:00,0.5,Зима,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
147.66,85,28,7,2023-01-04 13:20:00,2023-01-05 17:20:00,24.5,Зима,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
557.89,707,28,2,2023-01-04 13:47:00,2023-01-05 17:47:00,10.0,Зима,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
71.19,69,7,8,2023-01-04 14:15:00,2023-01-04 21:15:00,17.6,Зима,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
440.48,656,72,7,2023-01-04 16:57:00,2023-01-07 16:57:00,63.0,Зима,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
118.94,68,33,3,2023-01-04 17:45:00,2023-01-06 02:45:00,27.0,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
958.15,734,31,2,2023-01-04 18:18:00,2023-01-06 01:18:00,0.66,Зима,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1586.9,830,51,8,2023-01-04 20:37:00,2023-01-06 23:37:00,17.6,Зима,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
45.99,32,59,1,2023-01-04 20:57:00,2023-01-07 07:57:00,0.33,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
867.21,799,7,1,2023-01-05 01:32:00,2023-01-05 08:32:00,0.3,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1201.75,766,10,8,2023-01-05 02:58:00,2023-01-05 12:58:00,2.0,Зима,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
1088.01,727,29,9,2023-01-05 04:49:00,2023-01-06 09:49:00,27.45,Зима,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1162.2,741,70,1,2023-01-05 05:32:00,2023-01-08 03:32:00,3.5,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
658.51,590,41,2,2023-01-05 05:46:00,2023-01-06 22:46:00,140.0,Зима,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
168.36,267,1,3,2023-01-05 08:27:00,2023-01-05 09:27:00,6.6000000000000005,Зима,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
754.67,615,25,6,2023-01-05 08:31:00,2023-01-06 09:31:00,1.98,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
547.35,611,12,9,2023-01-05 09:10:00,2023-01-05 21:10:00,3.6,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False
359.37,610,52,8,2023-01-05 15:04:00,2023-01-07 19:04:00,40.0,Зима,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
261.67,159,25,9,2023-01-05 17:38:00,2023-01-06 18:38:00,3.6,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
114.62,78,23,10,2023-01-05 18:39:00,2023-01-06 17:39:00,5.0,Зима,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
399.38,559,25,6,2023-01-05 19:01:00,2023-01-06 20:01:00,21.0,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
83.82,100,25,7,2023-01-05 20:27:00,2023-01-06 21:27:00,1.75,Зима,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1681.21,892,36,9,2023-01-06 09:16:00,2023-01-07 21:16:00,1.53,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
16.64,11,17,2,2023-01-06 09:32:00,2023-01-07 02:32:00,140.0,Зима,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
320.1,507,49,1,2023-01-06 10:37:00,2023-01-08 11:37:00,3.5,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
375.89,350,50,3,2023-01-06 12:39:00,2023-01-08 14:39:00,2.94,Зима,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
547.98,556,11,2,2023-01-06 15:27:00,2023-01-07 02:27:00,1.2,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
564.2,541,44,9,2023-01-06 16:28:00,2023-01-08 12:28:00,90.0,Зима,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
1020.97,581,45,1,2023-01-06 22:58:00,2023-01-08 19:58:00,0.03,Зима,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
48.52,27,43,9,2023-01-07 04:25:00,2023-01-08 23:25:00,5.4,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
530.52,813,39,5,2023-01-07 05:41:00,2023-01-08 20:41:00,131.5,Зима,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.76,17,53,5,2023-01-07 08:17:00,2023-01-09 13:17:00,0.065,Зима,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
160.92,100,62,9,2023-01-07 08:55:00,2023-01-09 22:55:00,2.7,Зима,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1098.2,690,68,9,2023-01-07 09:33:00,2023-01-10 05:33:00,5.4,Зима,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
505.92,872,65,7,2023-01-07 09:51:00,2023-01-10 02:51:00,1.75,Зима,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
495.23,407,43,9,2023-01-07 12:53:00,2023-01-09 07:53:00,6.3,Зима,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
668.33,431,18,10,2023-01-07 15:38:00,2023-01-08 09:38:00,0.3,Зима,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1519.95,803,9,9,2023-01-07 16:05:00,2023-01-08 01:05:00,19.8,Зима,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1134.25,749,49,6,2023-01-07 16:22:00,2023-01-09 17:22:00,3.0,Зима,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1203.0,809,62,9,2023-01-07 16:40:00,2023-01-10 06:40:00,0.27,Зима,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1170.79,726,11,5,2023-01-07 22:16:00,2023-01-08 09:16:00,1.65,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1405.97,964,14,7,2023-01-07 23:37:00,2023-01-08 13:37:00,2.1,Зима,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
1356.42,682,15,10,2023-01-07 23:44:00,2023-01-08 14:44:00,6.0,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
393.1,260,44,5,2023-01-08 06:45:00,2023-01-10 02:45:00,3.5,Зима,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
334.15,555,5,3,2023-01-08 11:43:00,2023-01-08 16:43:00,9.15,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
943.85,515,33,6,2023-01-08 12:57:00,2023-01-09 21:57:00,1.02,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
551.5,813,8,1,2023-01-08 13:04:00,2023-01-08 21:04:00,0.25,Зима,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1580.27,946,54,5,2023-01-08 15:13:00,2023-01-10 21:13:00,25.0,Зима,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
517.2,412,50,9,2023-01-08 15:19:00,2023-01-10 17:19:00,1.53,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
661.88,462,55,9,2023-01-08 22:33:00,2023-01-11 05:33:00,3.6,Зима,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
605.34,483,41,10,2023-01-09 03:04:00,2023-01-10 20:04:00,1.7999999999999998,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
430.19,234,60,10,2023-01-09 03:22:00,2023-01-11 15:22:00,2.5,Зима,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
208.46,149,68,6,2023-01-09 05:13:00,2023-01-12 01:13:00,3.0,Зима,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
329.95,456,24,8,2023-01-09 05:23:00,2023-01-10 05:23:00,1.36,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1212.18,772,45,2,2023-01-09 08:44:00,2023-01-11 05:44:00,52.6,Зима,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
130.66,81,19,1,2023-01-09 10:28:00,2023-01-10 05:28:00,17.5,Зима,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
670.07,428,43,5,2023-01-09 17:03:00,2023-01-11 12:03:00,0.065,Зима,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
741.85,513,56,4,2023-01-09 19:39:00,2023-01-12 03:39:00,2.4,Зима,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
666.19,541,39,8,2023-01-09 20:03:00,2023-01-11 11:03:00,5.6,Зима,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
435.6,347,65,1,2023-01-09 22:49:00,2023-01-12 15:49:00,5.0,Зима,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
846.54,491,70,5,2023-01-10 00:26:00,2023-01-12 22:26:00,1.65,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
255.25,131,23,1,2023-01-10 02:15:00,2023-01-11 01:15:00,0.7,Зима,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
494.74,471,17,3,2023-01-10 02:59:00,2023-01-10 19:59:00,0.54,Зима,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
403.9,372,24,4,2023-01-10 04:19:00,2023-01-11 04:19:00,2.0,Зима,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
627.07,743,54,7,2023-01-10 04:55:00,2023-01-12 10:55:00,63.0,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
4.77,5,19,9,2023-01-10 04:56:00,2023-01-10 23:56:00,6.3,Зима,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
564.12,922,36,5,2023-01-10 05:07:00,2023-01-11 17:07:00,15.25,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
457.81,390,22,4,2023-01-10 11:02:00,2023-01-11 09:02:00,1.2,Зима,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
119.66,63,6,1,2023-01-10 12:20:00,2023-01-10 18:20:00,2.2,Зима,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
1151.19,745,27,5,2023-01-10 13:20:00,2023-01-11 16:20:00,131.5,Зима,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False
286.64,230,58,7,2023-01-10 14:06:00,2023-01-13 00:06:00,3.5,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
268.25,259,62,4,2023-01-10 14:17:00,2023-01-13 04:17:00,2.4,Зима,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1705.76,896,18,2,2023-01-10 15:38:00,2023-01-11 09:38:00,0.34,Зима,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
645.86,379,46,2,2023-01-10 16:32:00,2023-01-12 14:32:00,20.0,Зима,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
397.31,496,72,2,2023-01-10 16:54:00,2023-01-13 16:54:00,146.0,Зима,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
680.11,858,12,2,2023-01-10 17:40:00,2023-01-11 05:40:00,1.4,Зима,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
975.97,969,12,7,2023-01-10 19:59:00,2023-01-11 07:59:00,4.2,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
195.85,101,49,7,2023-01-10 22:33:00,2023-01-12 23:33:00,1.1900000000000002,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
492.1,455,35,2,2023-01-11 01:44:00,2023-01-12 12:44:00,0.66,Зима,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
1119.43,755,36,2,2023-01-11 04:10:00,2023-01-12 16:10:00,0.34,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
607.99,593,45,2,2023-01-11 05:37:00,2023-01-13 02:37:00,0.36,Зима,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
34.76,51,19,4,2023-01-11 12:26:00,2023-01-12 07:26:00,8.8,Зима,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
732.73,478,2,4,2023-01-11 12:40:00,2023-01-11 14:40:00,0.052,Зима,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
578.3,331,40,6,2023-01-11 17:15:00,2023-01-13 09:15:00,21.0,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
446.86,231,37,1,2023-01-11 19:41:00,2023-01-13 08:41:00,0.98,Зима,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
488.3,618,19,7,2023-01-11 20:32:00,2023-01-12 15:32:00,3.5,Зима,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
864.75,862,62,7,2023-01-11 20:45:00,2023-01-14 10:45:00,1.1900000000000002,Зима,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
463.87,633,40,9,2023-01-12 00:30:00,2023-01-13 16:30:00,27.45,Зима,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
481.89,344,34,3,2023-01-12 02:15:00,2023-01-13 12:15:00,0.51,Зима,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1215.85,707,47,6,2023-01-12 09:35:00,2023-01-14 08:35:00,1.7999999999999998,Зима,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
