cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
1020.77,942,27,7,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-05-21 05:42:00,2023-05-22 08:42:00,21.35,Весна,Весна
1020.99,717,65,9,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-07-26 23:47:00,2023-07-29 16:47:00,4.5,Лето,Лето
1022.5,996,15,5,B2C,Юридическое лицо,Одежда,Женская,Сочи,Казань,Розничный,2023-06-18 09:25:00,2023-06-19 00:25:00,3.0,Лето,Лето
1022.54,688,69,1,VIP,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Казань,Розничный,2023-04-12 07:18:00,2023-04-15 04:18:00,10.0,Весна,Весна
1022.57,729,66,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-07-11 14:14:00,2023-07-14 08:14:00,52.5,Лето,Лето
1022.65,711,53,9,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Владивосток,Оптовый,2023-07-09 07:17:00,2023-07-11 12:17:00,19.8,Лето,Лето
1022.84,996,13,5,B2C,Физическое лицо,Одежда,Женская,Москва,Сочи,Розничный,2023-10-05 02:16:00,2023-10-05 15:16:00,1.5,Осень,Осень
1023.18,788,57,6,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Нижний Новгород,Оптовый,2023-07-26 20:30:00,2023-07-29 05:30:00,360.0,Лето,Лето
1024.5,599,41,8,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Владивосток,Розничный,2023-05-30 12:15:00,2023-06-01 05:15:00,3.2,Весна,Лето
1024.66,554,1,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-01-21 18:41:00,2023-01-21 19:41:00,27.0,Зима,Зима
1025.42,683,36,9,VIP,Физическое лицо,Одежда,Женская,Казань,Новосибирск,Оптовый,2023-05-07 23:24:00,2023-05-09 11:24:00,5.4,Весна,Весна
1025.46,960,47,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Нижний Новгород,Розничный,2023-11-01 08:47:00,2023-11-03 07:47:00,600.0,Осень,Осень
1026.08,530,39,9,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-12-14 14:02:00,2023-12-16 05:02:00,657.0,Зима,Зима
1026.09,751,55,9,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Санкт-Петербург,Розничный,2023-11-10 15:28:00,2023-11-12 22:28:00,0.1169999999999999,Осень,Осень
1027.04,971,39,8,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Санкт-Петербург,Розничный,2023-02-10 09:24:00,2023-02-12 00:24:00,2.0,Зима,Зима
1028.12,569,20,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Казань,Розничный,2023-03-24 10:38:00,2023-03-25 06:38:00,30.5,Весна,Весна
1029.08,637,59,2,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Оптовый,2023-05-10 02:49:00,2023-05-12 13:49:00,1.2,Весна,Весна
1029.93,768,35,1,VIP,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-05-16 18:46:00,2023-05-18 05:46:00,9.0,Весна,Весна
103.03,181,68,6,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Владивосток,Розничный,2023-01-24 13:47:00,2023-01-27 09:47:00,1.08,Зима,Зима
103.2,114,64,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Екатеринбург,Розничный,2023-12-08 16:33:00,2023-12-11 08:33:00,511.0,Зима,Зима
103.83,124,55,5,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Новосибирск,Розничный,2023-12-01 11:55:00,2023-12-03 18:55:00,25.0,Зима,Зима
1031.73,713,53,7,B2B,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Краснодар,Розничный,2023-04-13 03:32:00,2023-04-15 08:32:00,420.0,Весна,Весна
1031.97,862,13,4,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Новосибирск,Розничный,2023-05-18 20:05:00,2023-05-19 09:05:00,8.8,Весна,Весна
1032.03,648,54,8,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Нижний Новгород,Розничный,2023-12-17 08:06:00,2023-12-19 14:06:00,17.6,Зима,Зима
1032.41,879,37,2,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Владивосток,Розничный,2023-01-13 09:12:00,2023-01-14 22:12:00,0.5,Зима,Зима
1032.96,710,35,10,B2C,Юридическое лицо,Одежда,Мужская,Москва,Владивосток,Розничный,2023-03-30 14:52:00,2023-04-01 01:52:00,5.0,Весна,Весна
1033.59,647,25,9,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Новосибирск,Розничный,2023-09-13 14:59:00,2023-09-14 15:59:00,90.0,Осень,Осень
1034.81,589,29,8,VIP,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-08-09 22:42:00,2023-08-11 03:42:00,480.0,Лето,Лето
1034.86,633,32,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-05-09 07:42:00,2023-05-10 15:42:00,8.82,Весна,Весна
1035.02,699,14,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Екатеринбург,Розничный,2023-07-05 05:50:00,2023-07-05 19:50:00,81.0,Лето,Лето
1035.06,760,31,4,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Санкт-Петербург,Розничный,2023-05-30 20:12:00,2023-06-01 03:12:00,1.0,Весна,Лето
1035.38,974,59,7,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Москва,Розничный,2023-12-16 07:05:00,2023-12-18 18:05:00,35.0,Зима,Зима
1035.39,798,34,8,VIP,Физическое лицо,Электроника,Компьютеры,Сочи,Калининград,Розничный,2023-02-15 04:11:00,2023-02-16 14:11:00,40.0,Зима,Зима
1035.58,677,3,6,B2B,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Калининград,Розничный,2023-07-15 05:54:00,2023-07-15 08:54:00,157.8,Лето,Лето
1036.07,890,67,7,B2B,Юридическое лицо,Одежда,Мужская,Санкт-Петербург,Екатеринбург,Розничный,2023-11-27 07:26:00,2023-11-30 02:26:00,4.9,Осень,Осень
1036.33,608,41,5,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Москва,Розничный,2023-04-02 08:43:00,2023-04-04 01:43:00,1.25,Весна,Весна
1036.51,783,37,9,B2B,Физическое лицо,Электроника,Компьютеры,Сочи,Казань,Розничный,2023-07-08 13:58:00,2023-07-10 02:58:00,45.0,Лето,Лето
1037.17,651,58,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-07-26 02:03:00,2023-07-28 12:03:00,52.5,Лето,Лето
1037.43,621,1,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Новосибирск,Розничный,2023-06-11 11:49:00,2023-06-11 12:49:00,210.0,Лето,Лето
104.08,140,29,2,B2C,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-12-30 23:08:00,2024-01-01 04:08:00,0.6,Зима,Зима
104.41,109,58,6,B2C,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Оптовый,2023-02-13 15:54:00,2023-02-16 01:54:00,1.7999999999999998,Зима,Зима
104.54,55,46,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-09-06 06:55:00,2023-09-08 04:55:00,14.0,Осень,Осень
104.7,119,55,4,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Краснодар,Розничный,2023-01-22 08:53:00,2023-01-24 15:53:00,40.0,Зима,Зима
104.89,104,64,2,B2B,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-05-13 05:20:00,2023-05-15 21:20:00,0.5,Весна,Весна
1040.13,711,15,1,B2C,Физическое лицо,Одежда,Женская,Москва,Санкт-Петербург,Розничный,2023-01-23 12:55:00,2023-01-24 03:55:00,0.3,Зима,Зима
1040.55,924,19,2,B2B,Физическое лицо,Одежда,Унисекс,Москва,Калининград,Розничный,2023-04-24 19:36:00,2023-04-25 14:36:00,1.2,Весна,Весна
1041.18,922,1,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Москва,Нижний Новгород,Розничный,2023-09-19 16:14:00,2023-09-19 17:14:00,14.0,Осень,Осень
1041.55,946,36,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Новосибирск,Краснодар,Розничный,2023-06-20 09:07:00,2023-06-21 21:07:00,511.0,Лето,Лето
1041.69,541,28,7,B2C,Физическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-05-24 08:57:00,2023-05-25 12:57:00,4.2,Весна,Весна
1043.04,967,27,3,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Калининград,Розничный,2023-03-16 03:21:00,2023-03-17 06:21:00,6.6000000000000005,Весна,Весна
1043.35,692,4,6,B2C,Юридическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-12-29 10:40:00,2023-12-29 14:40:00,1.7999999999999998,Зима,Зима
1044.45,924,20,10,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Новосибирск,Розничный,2023-02-22 19:56:00,2023-02-23 15:56:00,0.3,Зима,Зима
1045.23,688,9,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Краснодар,Оптовый,2023-03-01 20:52:00,2023-03-02 05:52:00,180.0,Весна,Весна
1045.42,928,10,9,VIP,Физическое лицо,Электроника,Аксессуары,Новосибирск,Владивосток,Розничный,2023-02-02 03:33:00,2023-02-02 13:33:00,2.25,Зима,Зима
1045.51,712,71,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Нижний Новгород,Оптовый,2023-10-23 01:17:00,2023-10-26 00:17:00,52.6,Осень,Осень
1045.63,615,4,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-12-07 00:44:00,2023-12-07 04:44:00,157.5,Зима,Зима
1045.84,810,2,6,B2C,Физическое лицо,Одежда,Мужская,Москва,Санкт-Петербург,Розничный,2023-08-09 00:41:00,2023-08-09 02:41:00,4.199999999999999,Лето,Лето
1045.94,721,66,5,B2C,Физическое лицо,Одежда,Женская,Москва,Москва,Розничный,2023-10-01 02:32:00,2023-10-03 20:32:00,1.65,Осень,Осень
1046.67,949,55,4,B2B,Физическое лицо,Электроника,Мобильные устройства,Казань,Владивосток,Оптовый,2023-10-29 22:06:00,2023-11-01 05:06:00,0.68,Осень,Осень
1046.76,634,27,6,B2C,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Казань,Розничный,2023-07-14 22:20:00,2023-07-16 01:20:00,1.5,Лето,Лето
1048.16,719,63,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-09-07 17:41:00,2023-09-10 08:41:00,1.96,Осень,Осень
1049.27,985,55,5,VIP,Физическое лицо,Бытовая техника,Крупная техника,Москва,Казань,Розничный,2023-08-19 20:47:00,2023-08-22 03:47:00,300.0,Лето,Лето
105.35,152,67,2,VIP,Физическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-06-29 05:48:00,2023-07-02 00:48:00,0.66,Лето,Лето
105.44,165,61,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Краснодар,Розничный,2023-04-12 21:59:00,2023-04-15 10:59:00,511.0,Весна,Весна
1050.44,686,33,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Краснодар,Розничный,2023-09-20 19:26:00,2023-09-22 04:26:00,3.5,Осень,Осень
1050.84,618,48,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Сочи,Розничный,2023-05-02 16:02:00,2023-05-04 16:02:00,0.065,Весна,Весна
1051.28,564,60,8,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Калининград,Розничный,2023-05-27 08:34:00,2023-05-29 20:34:00,480.0,Весна,Весна
1051.54,708,56,6,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-12-28 07:34:00,2023-12-30 15:34:00,0.078,Зима,Зима
1051.61,869,67,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Калининград,Розничный,2023-03-18 02:46:00,2023-03-20 21:46:00,2.5,Весна,Весна
1051.77,751,46,2,B2C,Физическое лицо,Одежда,Мужская,Сочи,Нижний Новгород,Розничный,2023-03-04 12:06:00,2023-03-06 10:06:00,1.0,Весна,Весна
1052.54,951,67,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-06-16 07:33:00,2023-06-19 02:33:00,157.8,Лето,Лето
1052.79,760,56,7,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-08-12 03:42:00,2023-08-14 11:42:00,0.21,Лето,Лето
1052.93,680,24,9,VIP,Физическое лицо,Электроника,Аксессуары,Москва,Нижний Новгород,Розничный,2023-05-01 04:49:00,2023-05-02 04:49:00,2.25,Весна,Весна
1054.38,944,18,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Санкт-Петербург,Розничный,2023-09-30 05:31:00,2023-09-30 23:31:00,87.5,Осень,Осень
1054.71,817,68,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-06-13 05:48:00,2023-06-16 01:48:00,31.5,Лето,Лето
1054.81,658,3,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-01-09 22:32:00,2023-01-10 01:32:00,1.25,Зима,Зима
1054.87,616,60,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-03-31 01:34:00,2023-04-02 13:34:00,140.0,Весна,Весна
1054.88,573,36,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-09-19 07:18:00,2023-09-20 19:18:00,12.2,Осень,Осень
1055.89,812,24,6,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Сочи,Розничный,2023-06-19 07:57:00,2023-06-20 07:57:00,0.078,Лето,Лето
1055.89,661,64,9,VIP,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Сочи,Розничный,2023-03-15 12:44:00,2023-03-18 04:44:00,630.0,Весна,Весна
1056.87,576,37,8,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Екатеринбург,Розничный,2023-06-15 06:33:00,2023-06-16 19:33:00,2.0,Лето,Лето
1059.18,908,58,5,VIP,Физическое лицо,Бытовая техника,Крупная техника,Казань,Краснодар,Оптовый,2023-02-27 05:51:00,2023-03-01 15:51:00,300.0,Зима,Весна
1059.74,698,18,7,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Краснодар,Розничный,2023-07-30 11:53:00,2023-07-31 05:53:00,4.2,Лето,Лето
106.11,128,67,9,B2C,Физическое лицо,Одежда,Унисекс,Москва,Санкт-Петербург,Розничный,2023-11-18 01:16:00,2023-11-20 20:16:00,3.6,Осень,Осень
106.24,119,72,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-06-17 17:08:00,2023-06-20 17:08:00,17.5,Лето,Лето
106.75,125,63,6,B2B,Физическое лицо,Одежда,Унисекс,Москва,Казань,Розничный,2023-02-14 16:22:00,2023-02-17 07:22:00,1.08,Зима,Зима
106.86,80,33,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Казань,Розничный,2023-02-22 12:33:00,2023-02-23 21:33:00,157.8,Зима,Зима
1060.93,726,26,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Новосибирск,Розничный,2023-06-11 15:19:00,2023-06-12 17:19:00,1.5,Лето,Лето
1061.73,735,33,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Сочи,Краснодар,Розничный,2023-01-22 21:30:00,2023-01-24 06:30:00,263.0,Зима,Зима
1061.97,612,18,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Москва,Розничный,2023-07-25 11:00:00,2023-07-26 05:00:00,36.0,Лето,Лето
1062.45,642,63,1,VIP,Физическое лицо,Электроника,Мобильные устройства,Москва,Санкт-Петербург,Розничный,2023-03-19 05:28:00,2023-03-21 20:28:00,0.17,Весна,Весна
1064.64,557,63,7,B2B,Физическое лицо,Одежда,Женская,Казань,Сочи,Оптовый,2023-05-10 22:04:00,2023-05-13 13:04:00,2.1,Весна,Весна
1065.79,588,56,10,B2C,Юридическое лицо,Бытовая техника,Малая техника,Новосибирск,Санкт-Петербург,Розничный,2023-03-21 13:23:00,2023-03-23 21:23:00,9.8,Весна,Весна
1066.97,792,23,2,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Новосибирск,Розничный,2023-08-03 14:34:00,2023-08-04 13:34:00,120.0,Лето,Лето
1067.0,779,7,10,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Москва,Новосибирск,Розничный,2023-03-10 12:13:00,2023-03-10 19:13:00,700.0,Весна,Весна
1067.65,982,40,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Москва,Екатеринбург,Розничный,2023-03-20 17:49:00,2023-03-22 09:49:00,120.0,Весна,Весна
1067.77,545,15,1,B2B,Физическое лицо,Одежда,Унисекс,Казань,Москва,Оптовый,2023-03-13 14:38:00,2023-03-14 05:38:00,0.18,Весна,Весна
