cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,region_x,city_x,region_y,city_y,store_type,total_mass_kg,post_index,season
1035.39,798,34,8,VIP,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Калининград,Розничный,40.0,782827,Зима
1035.58,677,3,6,B2B,Юридическое лицо,Спорттовары,Тренажеры,Северо-Западный,Санкт-Петербург,Северо-Западный,Калининград,Розничный,157.8,166464,Лето
1036.07,890,67,7,B2B,Юридическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,4.899999999999999,567291,Осень
1036.33,608,41,5,B2C,Юридическое лицо,Электроника,Аксессуары,Южный,Сочи,Центральный,Москва,Розничный,1.25,235295,Весна
1036.51,783,37,9,B2B,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Приволжский,Казань,Розничный,45.0,541007,Лето
1037.17,651,58,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Дальневосточный,Владивосток,Розничный,52.5,544023,Лето
1037.43,621,1,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Сибирский,Новосибирск,Розничный,210.0,915682,Лето
104.08,140,29,2,B2C,Физическое лицо,Одежда,Женская,Южный,Сочи,Южный,Сочи,Розничный,0.6,678874,Зима
104.41,109,58,6,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,1.8,750646,Зима
104.54,55,46,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,14.0,150440,Осень
104.7,119,55,4,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Южный,Краснодар,Розничный,40.0,561081,Зима
104.89,104,64,2,B2B,Юридическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,0.5,881696,Весна
1040.13,711,15,1,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,0.3,875822,Зима
1040.55,924,19,2,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Калининград,Розничный,1.2,69053,Весна
1041.18,922,1,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Нижний Новгород,Розничный,14.0,301997,Осень
1041.55,946,36,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Южный,Краснодар,Розничный,511.0,974459,Лето
1041.69,541,28,7,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Дальневосточный,Владивосток,Розничный,4.2,234217,Весна
1043.04,967,27,3,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Калининград,Розничный,6.600000000000001,607294,Весна
1043.35,692,4,6,B2C,Юридическое лицо,Одежда,Мужская,Приволжский,Казань,Южный,Сочи,Оптовый,1.8,260019,Зима
1044.45,924,20,10,B2B,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Сибирский,Новосибирск,Розничный,0.3,392832,Зима
1045.23,688,9,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Краснодар,Оптовый,180.0,320686,Весна
1045.42,928,10,9,VIP,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,2.25,747328,Зима
1045.51,712,71,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,52.6,980,Осень
1045.63,615,4,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Северо-Западный,Калининград,Розничный,157.5,861159,Зима
1045.84,810,2,6,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,4.199999999999999,219690,Лето
1045.94,721,66,5,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Центральный,Москва,Розничный,1.65,156609,Осень
1046.67,949,55,4,B2B,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,0.68,356053,Осень
1046.76,634,27,6,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Нижний Новгород,Приволжский,Казань,Розничный,1.5,207953,Лето
1048.16,719,63,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,1.96,35176,Осень
1049.27,985,55,5,VIP,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Приволжский,Казань,Розничный,300.0,427975,Лето
105.35,152,67,2,VIP,Физическое лицо,Одежда,Женская,Южный,Сочи,Центральный,Нижний Новгород,Розничный,0.66,48130,Лето
105.44,165,61,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Южный,Краснодар,Розничный,511.0,262138,Весна
1050.44,686,33,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Южный,Краснодар,Розничный,3.5,622016,Осень
1050.84,618,48,5,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Сочи,Розничный,0.065,115270,Весна
1051.28,564,60,8,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,480.0,391484,Весна
1051.54,708,56,6,B2C,Юридическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,0.078,63805,Зима
1051.61,869,67,5,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Северо-Западный,Калининград,Розничный,2.5,135962,Весна
1051.77,751,46,2,B2C,Физическое лицо,Одежда,Мужская,Южный,Сочи,Центральный,Нижний Новгород,Розничный,1.0,546083,Весна
1052.54,951,67,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,157.8,284883,Лето
1052.79,760,56,7,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Москва,Оптовый,0.21,7871,Лето
1052.93,680,24,9,VIP,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Центральный,Нижний Новгород,Розничный,2.25,970118,Весна
1054.38,944,18,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,87.5,582719,Осень
1054.71,817,68,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,31.5,264200,Лето
1054.81,658,3,5,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Дальневосточный,Владивосток,Розничный,1.25,785376,Зима
1054.87,616,60,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,140.0,813146,Весна
1054.88,573,36,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Дальневосточный,Владивосток,Розничный,12.2,640136,Осень
1055.89,812,24,6,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Розничный,0.078,775628,Лето
1055.89,661,64,9,VIP,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Южный,Сочи,Розничный,630.0,593932,Весна
1056.87,576,37,8,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Уральский,Екатеринбург,Розничный,2.0,158555,Лето
1059.18,908,58,5,VIP,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Краснодар,Оптовый,300.0,939052,Зима
1059.74,698,18,7,B2B,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Южный,Краснодар,Розничный,4.2,171533,Лето
106.11,128,67,9,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,3.6,474526,Осень
106.24,119,72,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Сибирский,Новосибирск,Розничный,17.5,74341,Лето
106.75,125,63,6,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Приволжский,Казань,Розничный,1.08,136131,Зима
106.86,80,33,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Приволжский,Казань,Розничный,157.8,536543,Зима
1060.93,726,26,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Сибирский,Новосибирск,Розничный,1.5,741893,Лето
1061.73,735,33,10,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Южный,Краснодар,Розничный,263.0,416710,Зима
1061.97,612,18,4,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Центральный,Москва,Розничный,36.0,270440,Лето
1062.45,642,63,1,VIP,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,0.17,601063,Весна
1064.64,557,63,7,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Сочи,Оптовый,2.1,611530,Весна
1065.79,588,56,10,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,9.8,130844,Весна
1066.97,792,23,2,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Сибирский,Новосибирск,Розничный,120.0,593522,Лето
1067.0,779,7,10,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Сибирский,Новосибирск,Розничный,700.0,719773,Весна
1067.65,982,40,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Уральский,Екатеринбург,Розничный,120.0,177363,Весна
1067.77,545,15,1,B2B,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Центральный,Москва,Оптовый,0.18,407532,Весна
1068.01,727,1,3,B2B,Физическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,0.51,521960,Зима
1068.04,673,48,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Сибирский,Новосибирск,Розничный,5.88,720605,Осень
1068.07,844,33,1,B2C,Юридическое лицо,Одежда,Унисекс,Центральный,Москва,Сибирский,Новосибирск,Розничный,0.6,616934,Весна
1068.29,919,41,5,B2C,Юридическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,365.0,15624,Осень
1069.37,877,49,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,2.0,71313,Лето
107.29,169,16,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Сибирский,Новосибирск,Розничный,365.0,380986,Зима
107.31,214,66,3,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Уральский,Екатеринбург,Розничный,0.09,792866,Лето
107.31,113,35,2,B2B,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Южный,Краснодар,Розничный,1.2,390648,Лето
107.48,82,19,1,B2B,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Центральный,Москва,Розничный,0.5,337796,Зима
107.59,101,43,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Дальневосточный,Владивосток,Розничный,21.0,396166,Лето
107.61,61,68,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Приволжский,Казань,Розничный,54.0,819184,Осень
107.64,72,31,1,B2C,Юридическое лицо,Одежда,Мужская,Южный,Сочи,Сибирский,Новосибирск,Розничный,0.3,116026,Зима
107.73,96,6,3,B2B,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.75,125225,Весна
107.77,108,63,2,VIP,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Москва,Розничный,6.1,370215,Лето
107.94,178,35,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,420.0,838142,Осень
107.95,132,11,6,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,30.0,391520,Лето
1070.76,604,47,10,B2C,Физическое лицо,Одежда,Мужская,Сибирский,Новосибирск,Дальневосточный,Владивосток,Розничный,3.0,397809,Весна
1072.0,646,48,8,B2B,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Приволжский,Казань,Оптовый,2.0,603176,Осень
1072.13,641,65,7,B2B,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,4.2,175277,Зима
1072.17,584,45,10,VIP,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Уральский,Екатеринбург,Розничный,700.0,778231,Осень
1072.4,704,48,1,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Южный,Сочи,Розничный,0.4,908121,Зима
1072.46,623,37,3,B2C,Юридическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,0.8999999999999999,661055,Зима
1072.74,920,2,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Южный,Сочи,Розничный,1.7,459636,Осень
1075.37,946,58,4,B2C,Юридическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Южный,Краснодар,Розничный,8.8,471108,Весна
1075.4,592,60,7,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,2.1,525411,Весна
1076.64,757,39,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Южный,Сочи,Розничный,1.36,343168,Зима
1076.97,551,29,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Сибирский,Новосибирск,Розничный,122.5,440832,Осень
1078.11,845,55,6,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,105.0,781488,Лето
1078.45,746,7,6,VIP,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,1.5,113793,Лето
1078.87,999,48,4,B2B,Юридическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,0.68,244625,Зима
1079.37,589,1,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,70.0,710441,Осень
1079.53,919,17,1,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.25,910982,Лето
