cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
621.92,736,30,10,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Нижний Новгород,Розничный,2023-01-04 12:55:00,2023-01-05 18:55:00,5.0,Зима,Зима
750.51,851,5,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Новосибирск,Розничный,2023-01-04 14:14:00,2023-01-04 19:14:00,105.0,Зима,Зима
1109.37,870,53,10,B2C,Физическое лицо,Одежда,Женская,Сочи,Новосибирск,Розничный,2023-01-04 14:44:00,2023-01-06 19:44:00,3.0,Зима,Зима
403.29,218,28,2,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-01-04 16:18:00,2023-01-05 20:18:00,6.1,Зима,Зима
50.24,46,40,2,B2C,Юридическое лицо,Одежда,Женская,Москва,Москва,Розничный,2023-01-04 18:31:00,2023-01-06 10:31:00,0.66,Зима,Зима
476.73,293,9,1,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Краснодар,Розничный,2023-01-04 19:54:00,2023-01-05 04:54:00,0.25,Зима,Зима
868.74,582,63,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Новосибирск,Розничный,2023-01-04 20:10:00,2023-01-07 11:10:00,3.92,Зима,Зима
675.72,806,3,4,B2C,Физическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-01-04 22:41:00,2023-01-05 01:41:00,1.6,Зима,Зима
545.11,485,36,2,VIP,Физическое лицо,Одежда,Женская,Сочи,Калининград,Розничный,2023-01-05 01:17:00,2023-01-06 13:17:00,1.2,Зима,Зима
963.65,490,25,3,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Екатеринбург,Розничный,2023-01-05 03:42:00,2023-01-06 04:42:00,0.039,Зима,Зима
81.29,98,68,1,B2B,Физическое лицо,Одежда,Женская,Сочи,Владивосток,Розничный,2023-01-05 03:53:00,2023-01-07 23:53:00,0.3,Зима,Зима
14.2,10,61,5,B2C,Юридическое лицо,Одежда,Унисекс,Москва,Москва,Розничный,2023-01-05 04:31:00,2023-01-07 17:31:00,2.0,Зима,Зима
1084.35,748,49,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Сочи,Оптовый,2023-01-05 05:00:00,2023-01-07 06:00:00,60.0,Зима,Зима
117.66,87,10,4,VIP,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Владивосток,Розничный,2023-01-05 09:10:00,2023-01-05 19:10:00,0.68,Зима,Зима
427.85,635,23,4,B2C,Физическое лицо,Одежда,Мужская,Казань,Калининград,Оптовый,2023-01-05 09:23:00,2023-01-06 08:23:00,2.0,Зима,Зима
490.66,699,16,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-01-05 12:34:00,2023-01-06 04:34:00,7.0,Зима,Зима
266.4,453,69,10,B2C,Юридическое лицо,Одежда,Женская,Нижний Новгород,Москва,Розничный,2023-01-05 14:18:00,2023-01-08 11:18:00,3.0,Зима,Зима
147.3,285,8,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-01-05 17:58:00,2023-01-06 01:58:00,6.859999999999999,Зима,Зима
907.9,660,65,10,B2B,Физическое лицо,Одежда,Женская,Москва,Сочи,Розничный,2023-01-05 20:34:00,2023-01-08 13:34:00,3.0,Зима,Зима
427.63,487,50,7,B2B,Физическое лицо,Электроника,Мобильные устройства,Москва,Сочи,Розничный,2023-01-05 22:04:00,2023-01-08 00:04:00,1.1900000000000002,Зима,Зима
801.37,578,14,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-01-05 22:29:00,2023-01-06 12:29:00,0.68,Зима,Зима
926.03,764,62,9,B2B,Физическое лицо,Электроника,Компьютеры,Новосибирск,Владивосток,Розничный,2023-01-06 01:00:00,2023-01-08 15:00:00,90.0,Зима,Зима
890.29,846,9,1,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Москва,Оптовый,2023-01-06 01:34:00,2023-01-06 10:34:00,5.0,Зима,Зима
868.89,454,53,5,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Калининград,Розничный,2023-01-06 01:37:00,2023-01-08 06:37:00,0.8500000000000001,Зима,Зима
621.06,832,29,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-01-06 03:38:00,2023-01-07 08:38:00,70.0,Зима,Зима
316.03,189,19,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-01-06 07:08:00,2023-01-07 02:08:00,3.92,Зима,Зима
686.89,398,17,4,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-01-06 08:01:00,2023-01-07 01:01:00,20.0,Зима,Зима
287.08,254,12,1,B2C,Физическое лицо,Одежда,Женская,Нижний Новгород,Новосибирск,Розничный,2023-01-06 08:42:00,2023-01-06 20:42:00,0.6,Зима,Зима
1409.93,965,47,8,B2C,Физическое лицо,Электроника,Аксессуары,Новосибирск,Екатеринбург,Розничный,2023-01-06 08:51:00,2023-01-08 07:51:00,2.0,Зима,Зима
554.16,844,12,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Владивосток,Розничный,2023-01-06 09:54:00,2023-01-06 21:54:00,8.82,Зима,Зима
1150.96,829,11,2,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Екатеринбург,Оптовый,2023-01-06 10:17:00,2023-01-06 21:17:00,0.5,Зима,Зима
359.78,247,9,10,B2B,Юридическое лицо,Одежда,Мужская,Сочи,Калининград,Розничный,2023-01-06 10:25:00,2023-01-06 19:25:00,7.0,Зима,Зима
1296.34,739,24,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Нижний Новгород,Розничный,2023-01-06 11:13:00,2023-01-07 11:13:00,0.065,Зима,Зима
434.16,547,43,5,B2C,Физическое лицо,Одежда,Унисекс,Казань,Краснодар,Оптовый,2023-01-06 12:39:00,2023-01-08 07:39:00,3.0,Зима,Зима
1152.31,941,43,1,B2C,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Нижний Новгород,Розничный,2023-01-06 13:02:00,2023-01-08 08:02:00,0.013,Зима,Зима
913.96,789,65,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Новосибирск,Розничный,2023-01-06 13:17:00,2023-01-09 06:17:00,0.68,Зима,Зима
461.02,277,27,1,VIP,Физическое лицо,Бытовая техника,Крупная техника,Казань,Екатеринбург,Оптовый,2023-01-06 13:58:00,2023-01-07 16:58:00,70.0,Зима,Зима
170.5,110,60,2,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Сочи,Розничный,2023-01-06 14:06:00,2023-01-09 02:06:00,0.8,Зима,Зима
727.87,694,21,2,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-01-06 14:13:00,2023-01-07 11:13:00,0.06,Зима,Зима
1404.7,946,49,4,B2C,Юридическое лицо,Одежда,Женская,Сочи,Владивосток,Розничный,2023-01-06 14:36:00,2023-01-08 15:36:00,1.32,Зима,Зима
357.02,448,49,1,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Краснодар,Розничный,2023-01-06 18:11:00,2023-01-08 19:11:00,5.0,Зима,Зима
342.87,571,27,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Новосибирск,Розничный,2023-01-07 03:11:00,2023-01-08 06:11:00,45.0,Зима,Зима
596.48,455,17,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-01-07 03:59:00,2023-01-07 20:59:00,21.35,Зима,Зима
996.89,792,6,9,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Екатеринбург,Розничный,2023-01-07 07:02:00,2023-01-07 13:02:00,2.7,Зима,Зима
370.47,624,68,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Екатеринбург,Розничный,2023-01-07 07:57:00,2023-01-10 03:57:00,52.6,Зима,Зима
909.26,832,38,4,B2C,Физическое лицо,Одежда,Женская,Москва,Владивосток,Розничный,2023-01-07 12:07:00,2023-01-09 02:07:00,2.4,Зима,Зима
853.8,941,50,9,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Сочи,Розничный,2023-01-07 14:35:00,2023-01-09 16:35:00,1.53,Зима,Зима
1026.83,936,61,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-01-07 18:53:00,2023-01-10 07:53:00,35.0,Зима,Зима
954.11,760,26,7,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Сочи,Розничный,2023-01-08 01:15:00,2023-01-09 03:15:00,1.75,Зима,Зима
259.6,164,36,6,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-08 02:19:00,2023-01-09 14:19:00,18.3,Зима,Зима
687.1,609,39,1,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Краснодар,Розничный,2023-01-08 03:30:00,2023-01-09 18:30:00,2.2,Зима,Зима
855.83,602,18,4,VIP,Физическое лицо,Спорттовары,Тренажеры,Казань,Краснодар,Оптовый,2023-01-08 04:06:00,2023-01-08 22:06:00,105.2,Зима,Зима
898.23,520,22,5,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-01-08 08:47:00,2023-01-09 06:47:00,3.0,Зима,Зима
583.89,687,49,3,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-01-08 10:17:00,2023-01-10 11:17:00,0.039,Зима,Зима
102.48,76,31,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-01-08 17:11:00,2023-01-10 00:11:00,15.25,Зима,Зима
84.64,159,2,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Оптовый,2023-01-08 17:50:00,2023-01-08 19:50:00,105.0,Зима,Зима
871.26,744,40,9,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-01-08 18:55:00,2023-01-10 10:55:00,31.5,Зима,Зима
257.06,234,18,6,VIP,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Сочи,Розничный,2023-01-09 00:40:00,2023-01-09 18:40:00,3.0,Зима,Зима
722.31,631,11,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Казань,Розничный,2023-01-09 01:19:00,2023-01-09 12:19:00,15.25,Зима,Зима
1553.79,969,19,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-01-09 03:50:00,2023-01-09 22:50:00,27.0,Зима,Зима
714.01,572,24,4,B2B,Юридическое лицо,Электроника,Компьютеры,Москва,Москва,Розничный,2023-01-09 08:50:00,2023-01-10 08:50:00,40.0,Зима,Зима
14.06,15,22,1,B2C,Юридическое лицо,Одежда,Мужская,Сочи,Владивосток,Розничный,2023-01-09 10:07:00,2023-01-10 08:07:00,0.3,Зима,Зима
387.28,386,50,10,B2C,Юридическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Оптовый,2023-01-09 22:04:00,2023-01-12 00:04:00,3.0,Зима,Зима
1305.49,977,25,7,B2C,Физическое лицо,Одежда,Мужская,Сочи,Казань,Розничный,2023-01-10 02:30:00,2023-01-11 03:30:00,2.1,Зима,Зима
713.38,432,38,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Москва,Розничный,2023-01-10 02:43:00,2023-01-11 16:43:00,35.0,Зима,Зима
305.96,370,67,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Екатеринбург,Розничный,2023-01-10 02:46:00,2023-01-12 21:46:00,45.0,Зима,Зима
173.19,167,5,6,B2B,Юридическое лицо,Одежда,Женская,Новосибирск,Сочи,Розничный,2023-01-10 03:06:00,2023-01-10 08:06:00,1.98,Зима,Зима
372.12,668,20,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Казань,Розничный,2023-01-10 06:36:00,2023-01-11 02:36:00,1.7000000000000002,Зима,Зима
287.5,390,47,3,B2B,Физическое лицо,Спорттовары,Тренажеры,Казань,Санкт-Петербург,Оптовый,2023-01-10 09:48:00,2023-01-12 08:48:00,78.9,Зима,Зима
130.77,220,14,7,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Владивосток,Оптовый,2023-01-10 11:24:00,2023-01-11 01:24:00,1.75,Зима,Зима
227.94,318,37,4,B2C,Физическое лицо,Одежда,Женская,Казань,Нижний Новгород,Оптовый,2023-01-10 14:12:00,2023-01-12 03:12:00,1.32,Зима,Зима
51.78,34,63,8,B2B,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Казань,Розничный,2023-01-10 18:40:00,2023-01-13 09:40:00,0.104,Зима,Зима
1083.57,661,58,3,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-01-10 20:22:00,2023-01-13 06:22:00,0.09,Зима,Зима
970.17,652,65,6,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Казань,Розничный,2023-01-10 21:59:00,2023-01-13 14:59:00,0.18,Зима,Зима
27.73,46,67,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Краснодар,Розничный,2023-01-11 02:47:00,2023-01-13 21:47:00,52.6,Зима,Зима
435.73,393,53,2,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Сочи,Розничный,2023-01-11 02:53:00,2023-01-13 07:53:00,0.5,Зима,Зима
543.98,968,5,8,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Казань,Розничный,2023-01-11 04:53:00,2023-01-11 09:53:00,0.24,Зима,Зима
279.54,441,28,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Краснодар,Розничный,2023-01-11 08:29:00,2023-01-12 12:29:00,1.0,Зима,Зима
450.35,485,2,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Казань,Розничный,2023-01-11 08:53:00,2023-01-11 10:53:00,3.92,Зима,Зима
358.86,433,33,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-01-11 12:20:00,2023-01-12 21:20:00,28.0,Зима,Зима
4.17,5,28,6,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Новосибирск,Розничный,2023-01-11 14:15:00,2023-01-12 18:15:00,1.5,Зима,Зима
584.59,597,68,5,B2B,Физическое лицо,Спорттовары,Тренажеры,Казань,Краснодар,Оптовый,2023-01-11 21:26:00,2023-01-14 17:26:00,131.5,Зима,Зима
486.15,957,8,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Розничный,2023-01-11 21:28:00,2023-01-12 05:28:00,3.05,Зима,Зима
889.13,453,64,8,B2C,Юридическое лицо,Электроника,Компьютеры,Сочи,Владивосток,Розничный,2023-01-12 00:31:00,2023-01-14 16:31:00,80.0,Зима,Зима
33.95,54,57,5,B2C,Физическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-01-12 00:41:00,2023-01-14 09:41:00,0.8999999999999999,Зима,Зима
490.55,718,60,7,B2C,Юридическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Оптовый,2023-01-12 02:02:00,2023-01-14 14:02:00,70.0,Зима,Зима
665.31,360,46,2,B2C,Юридическое лицо,Электроника,Аксессуары,Сочи,Владивосток,Розничный,2023-01-12 05:09:00,2023-01-14 03:09:00,0.5,Зима,Зима
426.69,652,53,3,VIP,Физическое лицо,Электроника,Аксессуары,Казань,Краснодар,Оптовый,2023-01-12 07:34:00,2023-01-14 12:34:00,0.75,Зима,Зима
947.2,920,32,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Санкт-Петербург,Розничный,2023-01-12 08:14:00,2023-01-13 16:14:00,52.5,Зима,Зима
337.36,485,7,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-01-12 14:03:00,2023-01-12 21:03:00,12.2,Зима,Зима
269.69,517,63,1,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Калининград,Розничный,2023-01-12 16:23:00,2023-01-15 07:23:00,60.0,Зима,Зима
430.17,221,60,5,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Москва,Розничный,2023-01-12 21:41:00,2023-01-15 09:41:00,1.25,Зима,Зима
71.22,61,18,5,VIP,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-01-12 21:47:00,2023-01-13 15:47:00,45.0,Зима,Зима
697.89,991,17,9,B2B,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Сочи,Розничный,2023-01-12 21:57:00,2023-01-13 14:57:00,5.4,Зима,Зима
111.86,68,59,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-01-12 22:44:00,2023-01-15 09:44:00,81.0,Зима,Зима
791.42,622,45,5,B2C,Физическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-01-13 07:25:00,2023-01-15 04:25:00,2.5,Зима,Зима
794.02,414,43,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Сочи,Оптовый,2023-01-13 08:15:00,2023-01-15 03:15:00,60.0,Зима,Зима
212.25,206,13,10,B2B,Физическое лицо,Одежда,Унисекс,Казань,Санкт-Петербург,Оптовый,2023-01-13 10:55:00,2023-01-13 23:55:00,6.0,Зима,Зима
531.12,501,43,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Москва,Розничный,2023-01-13 13:59:00,2023-01-15 08:59:00,0.34,Зима,Зима
126.64,144,35,1,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-01-13 15:10:00,2023-01-15 02:10:00,0.013,Зима,Зима
574.15,745,65,10,B2B,Юридическое лицо,Одежда,Мужская,Сочи,Новосибирск,Розничный,2023-01-13 18:40:00,2023-01-16 11:40:00,7.0,Зима,Зима
1353.9,894,70,4,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Нижний Новгород,Розничный,2023-01-13 19:09:00,2023-01-16 17:09:00,20.0,Зима,Зима
252.62,204,54,3,B2B,Физическое лицо,Электроника,Мобильные устройства,Сочи,Нижний Новгород,Розничный,2023-01-13 20:46:00,2023-01-16 02:46:00,1.5,Зима,Зима
739.24,388,72,1,B2C,Физическое лицо,Одежда,Унисекс,Казань,Екатеринбург,Оптовый,2023-01-13 22:23:00,2023-01-16 22:23:00,0.18,Зима,Зима
493.49,336,25,2,VIP,Физическое лицо,Спорттовары,Тренажеры,Москва,Казань,Розничный,2023-01-13 22:36:00,2023-01-14 23:36:00,146.0,Зима,Зима
889.81,616,40,3,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-01-14 06:14:00,2023-01-15 22:14:00,6.6000000000000005,Зима,Зима
638.89,565,68,6,B2C,Юридическое лицо,Электроника,Компьютеры,Нижний Новгород,Нижний Новгород,Розничный,2023-01-14 07:29:00,2023-01-17 03:29:00,30.0,Зима,Зима
705.38,374,61,6,B2B,Юридическое лицо,Электроника,Аксессуары,Казань,Новосибирск,Оптовый,2023-01-14 15:02:00,2023-01-17 04:02:00,1.5,Зима,Зима
980.48,952,24,7,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Калининград,Оптовый,2023-01-14 20:31:00,2023-01-15 20:31:00,1.75,Зима,Зима
213.52,406,63,9,B2B,Физическое лицо,Одежда,Мужская,Казань,Сочи,Розничный,2023-01-14 20:39:00,2023-01-17 11:39:00,6.3,Зима,Зима
984.69,532,23,5,VIP,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-01-14 21:28:00,2023-01-15 20:28:00,3.5,Зима,Зима
418.89,271,17,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-01-14 23:41:00,2023-01-15 16:41:00,27.0,Зима,Зима
244.66,331,19,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Розничный,2023-01-15 01:01:00,2023-01-15 20:01:00,7.84,Зима,Зима
577.47,507,35,9,B2B,Физическое лицо,Электроника,Компьютеры,Москва,Сочи,Розничный,2023-01-15 04:58:00,2023-01-16 15:58:00,90.0,Зима,Зима
830.14,419,34,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Сочи,Оптовый,2023-01-15 06:12:00,2023-01-16 16:12:00,3.05,Зима,Зима
565.79,467,41,5,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Екатеринбург,Розничный,2023-01-15 10:22:00,2023-01-17 03:22:00,131.5,Зима,Зима
1410.72,880,27,9,B2B,Юридическое лицо,Одежда,Мужская,Москва,Новосибирск,Розничный,2023-01-15 17:06:00,2023-01-16 20:06:00,2.7,Зима,Зима
1142.43,660,62,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Сочи,Розничный,2023-01-15 18:11:00,2023-01-18 08:11:00,70.0,Зима,Зима
181.34,139,27,4,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-01-15 19:00:00,2023-01-16 22:00:00,36.0,Зима,Зима
37.84,30,19,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Москва,Розничный,2023-01-15 21:29:00,2023-01-16 16:29:00,1.0,Зима,Зима
