cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
1000.48,748,62,9,B2B,Физическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Краснодар,Розничный,2023-01-05 15:45:00,2023-01-08 05:45:00,236.7,Зима,Зима
1000.81,646,22,6,B2C,Физическое лицо,Одежда,Мужская,Сочи,Нижний Новгород,Розничный,2023-08-27 07:40:00,2023-08-28 05:40:00,1.7999999999999998,Лето,Лето
1001.59,743,70,5,B2C,Физическое лицо,Одежда,Мужская,Казань,Москва,Оптовый,2023-10-13 16:53:00,2023-10-16 14:53:00,1.5,Осень,Осень
1001.79,705,4,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Москва,Розничный,2023-12-20 01:40:00,2023-12-20 05:40:00,300.0,Зима,Зима
1002.58,643,66,1,B2C,Физическое лицо,Одежда,Мужская,Новосибирск,Казань,Розничный,2023-03-05 03:14:00,2023-03-07 21:14:00,0.5,Весна,Весна
1003.31,827,72,9,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Владивосток,Розничный,2023-11-29 07:54:00,2023-12-02 07:54:00,31.5,Осень,Зима
1003.32,538,71,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Нижний Новгород,Розничный,2023-09-16 07:57:00,2023-09-19 06:57:00,300.0,Осень,Осень
1004.57,590,57,8,B2B,Юридическое лицо,Электроника,Аксессуары,Новосибирск,Калининград,Розничный,2023-03-01 21:23:00,2023-03-04 06:23:00,2.0,Весна,Весна
1004.75,814,20,3,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Сочи,Розничный,2023-07-06 09:52:00,2023-07-07 05:52:00,180.0,Лето,Лето
1005.34,988,45,10,B2C,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Екатеринбург,Розничный,2023-12-05 07:51:00,2023-12-07 04:51:00,263.0,Зима,Зима
1006.07,607,43,8,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Москва,Розничный,2023-12-03 00:23:00,2023-12-04 19:23:00,210.4,Зима,Зима
1006.9,620,30,1,B2C,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Калининград,Розничный,2023-01-22 04:27:00,2023-01-23 10:27:00,0.4,Зима,Зима
1006.92,528,7,6,B2B,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Екатеринбург,Розничный,2023-03-30 09:32:00,2023-03-30 16:32:00,1.5,Весна,Весна
1007.34,926,38,3,B2C,Физическое лицо,Одежда,Унисекс,Казань,Казань,Оптовый,2023-07-14 12:38:00,2023-07-16 02:38:00,0.54,Лето,Лето
1007.6,545,43,6,B2B,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-04-06 14:21:00,2023-04-08 09:21:00,157.8,Весна,Весна
1007.73,514,22,4,VIP,Физическое лицо,Бытовая техника,Крупная техника,Казань,Новосибирск,Розничный,2023-06-03 17:34:00,2023-06-04 15:34:00,240.0,Лето,Лето
1007.99,660,12,9,B2B,Физическое лицо,Одежда,Унисекс,Новосибирск,Краснодар,Розничный,2023-06-14 23:42:00,2023-06-15 11:42:00,3.6,Лето,Лето
1009.25,919,34,5,B2C,Физическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Новосибирск,Розничный,2023-07-16 00:30:00,2023-07-17 10:30:00,300.0,Лето,Лето
101.26,126,61,1,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-05-08 14:59:00,2023-05-11 03:59:00,0.3,Весна,Весна
101.36,63,15,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Новосибирск,Нижний Новгород,Розничный,2023-10-10 01:00:00,2023-10-10 16:00:00,157.8,Осень,Осень
101.75,89,42,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Владивосток,Розничный,2023-05-02 21:01:00,2023-05-04 15:01:00,0.68,Весна,Весна
101.79,55,53,4,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Калининград,Розничный,2023-12-23 15:28:00,2023-12-25 20:28:00,8.8,Зима,Зима
101.99,62,2,3,B2B,Юридическое лицо,Одежда,Мужская,Нижний Новгород,Владивосток,Розничный,2023-09-17 14:36:00,2023-09-17 16:36:00,1.5,Осень,Осень
1011.17,753,65,8,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Москва,Розничный,2023-01-21 04:05:00,2023-01-23 21:05:00,7.84,Зима,Зима
1011.18,611,37,7,B2B,Физическое лицо,Бытовая техника,Крупная техника,Москва,Сочи,Розничный,2023-02-02 00:34:00,2023-02-03 13:34:00,490.0,Зима,Зима
1011.34,922,36,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Москва,Краснодар,Розничный,2023-05-24 06:52:00,2023-05-25 18:52:00,31.5,Весна,Весна
1011.75,919,36,7,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-07-11 20:27:00,2023-07-13 08:27:00,0.21,Лето,Лето
1012.2,875,53,1,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-11-10 02:49:00,2023-11-12 07:49:00,70.0,Осень,Осень
1012.98,534,53,3,B2C,Физическое лицо,Одежда,Мужская,Москва,Санкт-Петербург,Розничный,2023-06-19 04:33:00,2023-06-21 09:33:00,2.1,Лето,Лето
1013.04,574,27,3,B2C,Физическое лицо,Одежда,Унисекс,Сочи,Москва,Розничный,2023-08-13 01:35:00,2023-08-14 04:35:00,1.2000000000000002,Лето,Лето
1013.13,577,30,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Новосибирск,Розничный,2023-07-30 22:18:00,2023-08-01 04:18:00,420.0,Лето,Лето
1014.35,999,6,3,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Нижний Новгород,Розничный,2023-07-21 06:13:00,2023-07-21 12:13:00,1.2000000000000002,Лето,Лето
1014.84,580,39,6,B2B,Юридическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-09-28 23:41:00,2023-09-30 14:41:00,13.2,Осень,Осень
1015.17,891,54,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Калининград,Оптовый,2023-08-05 21:12:00,2023-08-08 03:12:00,21.0,Лето,Лето
1015.39,811,63,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Владивосток,Розничный,2023-01-25 01:42:00,2023-01-27 16:42:00,72.0,Зима,Зима
1015.43,999,10,7,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Новосибирск,Розничный,2023-08-03 09:53:00,2023-08-03 19:53:00,490.0,Лето,Лето
1016.08,546,14,5,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Екатеринбург,Оптовый,2023-11-29 18:00:00,2023-11-30 08:00:00,300.0,Осень,Осень
1016.08,998,22,5,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-10-28 22:07:00,2023-10-29 20:07:00,1.25,Осень,Осень
1016.6,716,47,9,VIP,Физическое лицо,Электроника,Компьютеры,Новосибирск,Калининград,Розничный,2023-01-27 04:43:00,2023-01-29 03:43:00,19.8,Зима,Зима
1016.83,694,41,6,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Екатеринбург,Оптовый,2023-11-01 17:09:00,2023-11-03 10:09:00,60.0,Осень,Осень
1016.98,691,14,3,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-04-20 12:27:00,2023-04-21 02:27:00,1.7999999999999998,Весна,Весна
1017.2,782,36,3,B2B,Физическое лицо,Электроника,Компьютеры,Казань,Санкт-Петербург,Оптовый,2023-09-09 07:35:00,2023-09-10 19:35:00,6.6000000000000005,Осень,Осень
1017.28,856,3,3,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Нижний Новгород,Казань,Розничный,2023-07-15 16:05:00,2023-07-15 19:05:00,180.0,Лето,Лето
1017.43,594,71,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Новосибирск,Розничный,2023-02-07 16:22:00,2023-02-10 15:22:00,140.0,Зима,Зима
1017.55,799,69,1,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-09-28 19:20:00,2023-10-01 16:20:00,0.17,Осень,Осень
1017.59,728,6,2,B2C,Физическое лицо,Одежда,Женская,Новосибирск,Санкт-Петербург,Розничный,2023-03-09 08:42:00,2023-03-09 14:42:00,1.2,Весна,Весна
1017.81,702,14,3,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-03-18 17:16:00,2023-03-19 07:16:00,210.0,Весна,Весна
1018.34,802,65,2,B2C,Юридическое лицо,Спорттовары,Тренажеры,Казань,Владивосток,Оптовый,2023-01-23 19:03:00,2023-01-26 12:03:00,146.0,Зима,Зима
1018.87,976,39,10,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Санкт-Петербург,Розничный,2023-12-30 00:16:00,2023-12-31 15:16:00,22.0,Зима,Зима
102.28,53,28,8,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Нижний Новгород,Оптовый,2023-10-01 18:58:00,2023-10-02 22:58:00,584.0,Осень,Осень
102.29,186,39,4,VIP,Физическое лицо,Бытовая техника,Малая техника,Москва,Санкт-Петербург,Розничный,2023-08-22 14:51:00,2023-08-24 05:51:00,3.92,Лето,Лето
102.48,76,31,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Калининград,Розничный,2023-01-08 17:11:00,2023-01-10 00:11:00,15.25,Зима,Зима
102.62,92,49,10,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-06-12 03:01:00,2023-06-14 04:01:00,35.0,Лето,Лето
102.64,156,72,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Москва,Нижний Новгород,Розничный,2023-09-23 03:42:00,2023-09-26 03:42:00,600.0,Осень,Осень
102.65,71,39,9,B2B,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Оптовый,2023-07-03 05:08:00,2023-07-04 20:08:00,2.7,Лето,Лето
102.74,73,18,9,B2C,Юридическое лицо,Электроника,Аксессуары,Нижний Новгород,Калининград,Розничный,2023-07-01 15:34:00,2023-07-02 09:34:00,0.1169999999999999,Лето,Лето
1020.07,954,54,3,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Нижний Новгород,Оптовый,2023-09-13 23:32:00,2023-09-16 05:32:00,0.09,Осень,Осень
1022.19,740,67,5,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Владивосток,Розничный,2023-08-07 02:10:00,2023-08-09 21:10:00,11.0,Лето,Лето
1022.44,544,6,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Калининград,Розничный,2023-03-11 18:45:00,2023-03-12 00:45:00,10.5,Весна,Весна
1022.88,746,34,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Санкт-Петербург,Розничный,2023-06-05 15:07:00,2023-06-07 01:07:00,4.5,Лето,Лето
1022.91,841,19,1,B2C,Юридическое лицо,Одежда,Унисекс,Нижний Новгород,Нижний Новгород,Розничный,2023-09-09 18:58:00,2023-09-10 13:58:00,0.18,Осень,Осень
1024.34,752,71,3,VIP,Физическое лицо,Электроника,Аксессуары,Новосибирск,Санкт-Петербург,Розничный,2023-05-17 08:23:00,2023-05-20 07:23:00,0.09,Весна,Весна
1024.37,632,32,10,B2C,Юридическое лицо,Спорттовары,Тренажеры,Новосибирск,Сочи,Розничный,2023-11-26 06:24:00,2023-11-27 14:24:00,730.0,Осень,Осень
1024.41,598,46,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Казань,Розничный,2023-08-23 09:31:00,2023-08-25 07:31:00,157.8,Лето,Лето
1024.75,947,29,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Сочи,Розничный,2023-11-21 21:28:00,2023-11-23 02:28:00,360.0,Осень,Осень
1025.45,682,52,2,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Екатеринбург,Розничный,2023-05-23 20:13:00,2023-05-26 00:13:00,10.0,Весна,Весна
1025.82,573,11,3,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Екатеринбург,Розничный,2023-05-08 17:13:00,2023-05-09 04:13:00,0.09,Весна,Весна
1026.83,936,61,10,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Краснодар,Розничный,2023-01-07 18:53:00,2023-01-10 07:53:00,35.0,Зима,Зима
1028.53,646,26,8,B2B,Физическое лицо,Одежда,Мужская,Казань,Казань,Оптовый,2023-11-22 19:39:00,2023-11-23 21:39:00,4.0,Осень,Осень
1028.6,788,55,3,VIP,Физическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-04-11 23:25:00,2023-04-14 06:25:00,2.94,Весна,Весна
1029.27,783,16,7,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-04-04 09:00:00,2023-04-05 01:00:00,1.26,Весна,Весна
1029.53,723,27,5,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-09-21 14:31:00,2023-09-22 17:31:00,350.0,Осень,Осень
103.17,149,9,1,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-02-08 01:55:00,2023-02-08 10:55:00,0.03,Зима,Зима
103.79,64,7,5,B2B,Юридическое лицо,Электроника,Мобильные устройства,Сочи,Владивосток,Розничный,2023-05-28 01:03:00,2023-05-28 08:03:00,0.8500000000000001,Весна,Весна
1030.58,525,49,2,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Новосибирск,Розничный,2023-08-17 21:13:00,2023-08-19 22:13:00,120.0,Лето,Лето
1031.53,657,4,8,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Нижний Новгород,Розничный,2023-07-23 10:03:00,2023-07-23 14:03:00,80.0,Лето,Лето
1032.13,701,67,2,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Казань,Краснодар,Оптовый,2023-08-25 10:38:00,2023-08-28 05:38:00,140.0,Лето,Лето
1033.13,521,31,10,B2C,Физическое лицо,Электроника,Компьютеры,Сочи,Казань,Розничный,2023-02-25 19:18:00,2023-02-27 02:18:00,22.0,Зима,Зима
1033.39,757,72,9,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Екатеринбург,Оптовый,2023-01-29 15:42:00,2023-02-01 15:42:00,1.62,Зима,Зима
1033.7,591,15,3,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-11-18 05:10:00,2023-11-18 20:10:00,52.5,Осень,Осень
1034.74,839,12,9,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Сочи,Розничный,2023-09-02 00:23:00,2023-09-02 12:23:00,19.8,Осень,Осень
1034.77,879,32,9,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Казань,Розничный,2023-03-03 22:46:00,2023-03-05 06:46:00,0.1169999999999999,Весна,Весна
1034.9,786,60,9,B2C,Физическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-06-25 08:48:00,2023-06-27 20:48:00,0.1169999999999999,Лето,Лето
1034.98,730,39,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Сочи,Розничный,2023-03-25 23:47:00,2023-03-27 14:47:00,1.0,Весна,Весна
1036.44,582,66,2,VIP,Физическое лицо,Одежда,Унисекс,Москва,Владивосток,Розничный,2023-11-11 23:23:00,2023-11-14 17:23:00,0.36,Осень,Осень
1036.46,716,6,8,B2C,Юридическое лицо,Электроника,Компьютеры,Москва,Санкт-Петербург,Розничный,2023-08-20 13:23:00,2023-08-20 19:23:00,17.6,Лето,Лето
1037.16,552,4,8,VIP,Физическое лицо,Бытовая техника,Крупная техника,Москва,Екатеринбург,Розничный,2023-02-19 15:17:00,2023-02-19 19:17:00,560.0,Зима,Зима
1037.63,716,9,9,B2C,Физическое лицо,Одежда,Унисекс,Москва,Санкт-Петербург,Розничный,2023-04-04 21:35:00,2023-04-05 06:35:00,3.6,Весна,Весна
1038.65,869,39,1,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Казань,Розничный,2023-04-21 08:54:00,2023-04-22 23:54:00,2.2,Весна,Весна
1039.49,605,65,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Екатеринбург,Розничный,2023-05-10 21:49:00,2023-05-13 14:49:00,3.5,Весна,Весна
1039.79,907,66,5,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Екатеринбург,Оптовый,2023-11-11 11:51:00,2023-11-14 05:51:00,300.0,Осень,Осень
104.22,100,1,9,B2C,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Санкт-Петербург,Розничный,2023-07-14 06:20:00,2023-07-14 07:20:00,45.0,Лето,Лето
104.27,93,23,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-04-24 04:27:00,2023-04-25 03:27:00,6.859999999999999,Весна,Весна
104.54,99,3,9,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Казань,Розничный,2023-07-13 18:31:00,2023-07-13 21:31:00,5.4,Лето,Лето
104.84,140,40,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Москва,Владивосток,Розничный,2023-03-10 22:45:00,2023-03-12 14:45:00,146.0,Весна,Весна
104.93,74,67,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Новосибирск,Новосибирск,Розничный,2023-06-08 00:19:00,2023-06-10 19:19:00,630.0,Лето,Лето
1040.43,816,56,9,B2C,Юридическое лицо,Одежда,Мужская,Казань,Новосибирск,Оптовый,2023-04-24 13:14:00,2023-04-26 21:14:00,6.3,Весна,Весна
1040.54,611,66,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Краснодар,Розничный,2023-08-13 21:51:00,2023-08-16 15:51:00,27.0,Лето,Лето
1040.87,627,5,2,B2C,Физическое лицо,Электроника,Мобильные устройства,Нижний Новгород,Казань,Розничный,2023-05-12 14:54:00,2023-05-12 19:54:00,0.34,Весна,Весна
1041.98,593,48,3,B2B,Физическое лицо,Электроника,Компьютеры,Санкт-Петербург,Москва,Розничный,2023-05-12 17:25:00,2023-05-14 17:25:00,6.6000000000000005,Весна,Весна
1042.92,555,56,7,VIP,Физическое лицо,Электроника,Компьютеры,Москва,Краснодар,Розничный,2023-07-27 03:52:00,2023-07-29 11:52:00,15.400000000000002,Лето,Лето
1043.43,861,57,9,B2B,Юридическое лицо,Бытовая техника,Малая техника,Казань,Казань,Оптовый,2023-05-07 14:27:00,2023-05-09 23:27:00,8.82,Весна,Весна
1044.19,847,67,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Санкт-Петербург,Розничный,2023-08-07 11:28:00,2023-08-10 06:28:00,3.5,Лето,Лето
1045.35,611,54,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Нижний Новгород,Розничный,2023-10-13 06:09:00,2023-10-15 12:09:00,1.53,Осень,Осень
1045.53,684,67,2,B2B,Физическое лицо,Электроника,Аксессуары,Сочи,Краснодар,Розничный,2023-01-24 21:41:00,2023-01-27 16:41:00,0.026,Зима,Зима
1045.65,613,17,7,B2C,Юридическое лицо,Одежда,Женская,Казань,Казань,Розничный,2023-01-03 05:17:00,2023-01-03 22:17:00,2.1,Зима,Зима
1046.49,779,50,2,VIP,Юридическое лицо,Электроника,Аксессуары,Москва,Казань,Розничный,2023-08-14 22:40:00,2023-08-17 00:40:00,0.5,Лето,Лето
1047.57,748,55,7,VIP,Физическое лицо,Электроника,Аксессуары,Нижний Новгород,Владивосток,Розничный,2023-06-23 21:16:00,2023-06-26 04:16:00,0.21,Лето,Лето
1047.66,653,63,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Санкт-Петербург,Розничный,2023-03-25 00:23:00,2023-03-27 15:23:00,240.0,Весна,Весна
1048.48,730,10,9,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Оптовый,2023-05-20 08:35:00,2023-05-20 18:35:00,2.97,Весна,Весна
1048.52,811,29,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Новосибирск,Розничный,2023-08-21 20:04:00,2023-08-23 01:04:00,157.8,Лето,Лето
1048.68,547,3,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Москва,Калининград,Розничный,2023-10-22 23:14:00,2023-10-23 02:14:00,5.88,Осень,Осень
1049.67,834,55,7,B2C,Физическое лицо,Одежда,Унисекс,Москва,Владивосток,Розничный,2023-11-26 12:53:00,2023-11-28 19:53:00,2.8000000000000003,Осень,Осень
1049.85,978,57,1,B2C,Юридическое лицо,Электроника,Аксессуары,Казань,Сочи,Оптовый,2023-09-20 10:28:00,2023-09-22 19:28:00,0.013,Осень,Осень
105.12,59,43,1,B2C,Физическое лицо,Одежда,Женская,Сочи,Сочи,Розничный,2023-02-01 06:12:00,2023-02-03 01:12:00,0.33,Зима,Зима
105.62,64,42,8,B2B,Физическое лицо,Бытовая техника,Малая техника,Сочи,Нижний Новгород,Розничный,2023-02-22 14:36:00,2023-02-24 08:36:00,140.0,Зима,Зима
105.69,206,14,8,B2C,Физическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-07-01 12:21:00,2023-07-02 02:21:00,5.6,Лето,Лето
1050.45,780,7,5,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Новосибирск,Розничный,2023-03-27 20:57:00,2023-03-28 03:57:00,3.0,Весна,Весна
1050.56,529,43,9,B2C,Физическое лицо,Электроника,Аксессуары,Москва,Краснодар,Розничный,2023-05-17 05:29:00,2023-05-19 00:29:00,2.25,Весна,Весна
1051.56,608,54,10,B2B,Юридическое лицо,Бытовая техника,Малая техника,Казань,Нижний Новгород,Розничный,2023-05-03 19:31:00,2023-05-06 01:31:00,175.0,Весна,Весна
1052.38,903,24,8,B2B,Физическое лицо,Одежда,Мужская,Москва,Краснодар,Розничный,2023-06-19 13:03:00,2023-06-20 13:03:00,2.4,Лето,Лето
1053.27,748,68,10,B2B,Юридическое лицо,Одежда,Унисекс,Москва,Нижний Новгород,Розничный,2023-01-02 21:33:00,2023-01-05 17:33:00,6.0,Зима,Зима
1054.67,959,45,4,B2B,Физическое лицо,Электроника,Аксессуары,Казань,Москва,Оптовый,2023-06-11 01:48:00,2023-06-12 22:48:00,0.052,Лето,Лето
1055.49,664,53,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Новосибирск,Москва,Розничный,2023-03-16 13:09:00,2023-03-18 18:09:00,72.0,Весна,Весна
1055.59,554,65,1,B2C,Юридическое лицо,Одежда,Женская,Москва,Нижний Новгород,Розничный,2023-08-20 15:26:00,2023-08-23 08:26:00,0.33,Лето,Лето
1055.73,535,17,9,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-03-30 10:20:00,2023-03-31 03:20:00,81.0,Весна,Весна
1056.61,994,70,8,B2B,Физическое лицо,Бытовая техника,Крупная техника,Москва,Новосибирск,Розничный,2023-06-28 00:51:00,2023-06-30 22:51:00,560.0,Лето,Лето
1056.97,670,42,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Владивосток,Розничный,2023-03-23 09:58:00,2023-03-25 03:58:00,157.8,Весна,Весна
1057.26,672,6,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Новосибирск,Розничный,2023-07-22 16:22:00,2023-07-22 22:22:00,81.0,Лето,Лето
1057.65,805,19,2,B2C,Физическое лицо,Электроника,Аксессуары,Казань,Сочи,Розничный,2023-08-28 07:39:00,2023-08-29 02:39:00,0.06,Лето,Лето
1058.11,892,42,8,B2B,Физическое лицо,Спорттовары,Тренажеры,Сочи,Екатеринбург,Розничный,2023-04-24 03:47:00,2023-04-25 21:47:00,210.4,Весна,Весна
1058.39,633,37,8,B2C,Физическое лицо,Одежда,Женская,Сочи,Екатеринбург,Розничный,2023-05-14 20:04:00,2023-05-16 09:04:00,2.64,Весна,Весна
106.42,67,54,2,VIP,Физическое лицо,Одежда,Женская,Санкт-Петербург,Санкт-Петербург,Розничный,2023-05-07 10:48:00,2023-05-09 16:48:00,0.66,Весна,Весна
106.79,110,45,4,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Сочи,Калининград,Розничный,2023-09-21 21:12:00,2023-09-23 18:12:00,240.0,Осень,Осень
1060.48,536,22,7,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Казань,Розничный,2023-05-18 03:50:00,2023-05-19 01:50:00,1.1900000000000002,Весна,Весна
1062.08,673,66,5,B2C,Юридическое лицо,Одежда,Мужская,Казань,Сочи,Оптовый,2023-02-08 21:06:00,2023-02-11 15:06:00,1.5,Зима,Зима
1062.15,970,47,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Казань,Новосибирск,Розничный,2023-01-03 12:39:00,2023-01-05 11:39:00,4.5,Зима,Зима
1063.48,775,35,6,B2C,Физическое лицо,Бытовая техника,Крупная техника,Казань,Екатеринбург,Оптовый,2023-07-04 19:03:00,2023-07-06 06:03:00,420.0,Лето,Лето
1063.95,605,23,3,VIP,Физическое лицо,Одежда,Унисекс,Новосибирск,Екатеринбург,Розничный,2023-06-12 23:14:00,2023-06-13 22:14:00,1.2000000000000002,Лето,Лето
1064.04,637,66,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Екатеринбург,Розничный,2023-03-01 21:29:00,2023-03-04 15:29:00,184.1,Весна,Весна
