cost,distance,delivery_time_hours,quantity,segment,customer_type,category,sub_category,region_x,city_x,region_y,city_y,store_type,total_mass_kg,post_index,season
1016.26,988,26,8,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,80.0,477156,Лето
1016.37,992,62,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,27.45,13048,Лето
1016.52,591,66,8,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,4.0,57515,Зима
1017.05,642,70,1,B2C,Физическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Северо-Западный,Калининград,Розничный,0.5,364378,Зима
1017.44,748,37,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,280.0,254718,Лето
1017.57,824,29,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,21.0,118902,Весна
1018.74,669,5,1,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Калининград,Розничный,0.6,421981,Зима
1019.12,959,36,5,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,11.0,622877,Осень
1019.43,516,6,1,B2B,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Центральный,Нижний Новгород,Розничный,0.18,152738,Зима
102.15,84,37,7,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Приволжский,Казань,Оптовый,3.5,288548,Зима
102.48,193,60,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,140.0,969619,Осень
102.57,68,8,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,63.0,211281,Лето
102.71,78,58,1,VIP,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Центральный,Москва,Розничный,70.0,505358,Зима
102.83,77,27,5,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Сочи,Розничный,1.5,630968,Осень
102.89,75,35,8,B2C,Юридическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,140.0,783695,Лето
1020.44,777,62,3,B2C,Физическое лицо,Одежда,Женская,Центральный,Нижний Новгород,Южный,Сочи,Розничный,0.8999999999999999,535004,Осень
1020.54,779,35,4,VIP,Юридическое лицо,Электроника,Аксессуары,Южный,Сочи,Северо-Западный,Калининград,Розничный,1.0,606581,Осень
1020.77,571,49,9,B2C,Физическое лицо,Электроника,Аксессуары,Южный,Сочи,Южный,Краснодар,Розничный,2.25,540644,Лето
1020.84,989,21,1,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Приволжский,Казань,Розничный,26.3,240234,Зима
1020.86,994,24,4,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Южный,Краснодар,Оптовый,12.2,791029,Весна
1021.13,758,15,9,B2C,Физическое лицо,Спорттовары,Тренажеры,Южный,Сочи,Центральный,Нижний Новгород,Розничный,236.7,502420,Лето
1022.42,647,33,9,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,2.97,375232,Осень
1023.5,688,47,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,17.5,378786,Весна
1024.6,584,52,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Нижний Новгород,Розничный,27.0,715530,Зима
1024.86,868,45,1,B2B,Физическое лицо,Одежда,Унисекс,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,0.6,787398,Лето
1025.9,813,67,2,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,0.5,558678,Зима
1025.94,664,39,2,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,140.0,46352,Лето
1026.0,779,27,2,B2C,Физическое лицо,Одежда,Женская,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,0.66,170534,Весна
1027.04,824,24,5,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,0.15,425399,Зима
1027.62,737,25,8,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,28.0,489650,Зима
1028.85,795,59,2,B2C,Юридическое лицо,Одежда,Женская,Центральный,Москва,Сибирский,Новосибирск,Розничный,0.6,153038,Лето
1028.88,932,35,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Сибирский,Новосибирск,Розничный,87.5,332557,Зима
1029.14,659,26,9,B2B,Юридическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,5.399999999999999,747992,Лето
1029.4,577,40,4,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,1.0,378241,Осень
1029.94,532,58,9,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,630.0,27102,Осень
103.24,187,22,3,B2C,Физическое лицо,Одежда,Унисекс,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,0.54,720196,Зима
103.44,74,31,8,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Дальневосточный,Владивосток,Розничный,560.0,856036,Весна
103.57,80,63,3,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Центральный,Нижний Новгород,Розничный,0.51,512948,Зима
1031.03,920,31,8,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,480.0,739557,Лето
1031.17,564,37,4,B2B,Физическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Южный,Сочи,Розничный,2.0,216075,Осень
1031.61,783,13,2,B2C,Юридическое лицо,Одежда,Мужская,Центральный,Москва,Центральный,Москва,Розничный,1.4,175960,Лето
1031.83,878,38,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,600.0,376208,Весна
1032.75,713,58,7,B2C,Юридическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Южный,Краснодар,Розничный,24.5,454386,Осень
1032.86,881,19,10,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,90.0,838260,Осень
1033.16,854,12,10,B2C,Физическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,600.0,966804,Осень
1034.18,862,57,8,VIP,Юридическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,17.6,376935,Весна
1035.45,921,58,5,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,1.5,990085,Осень
1036.66,947,60,1,B2C,Юридическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,9.0,19059,Лето
1037.02,688,2,7,B2C,Физическое лицо,Спорттовары,Тренажеры,Сибирский,Новосибирск,Центральный,Москва,Розничный,184.1,394917,Осень
1037.44,793,67,4,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Южный,Сочи,Розничный,0.052,491678,Лето
1039.03,537,39,4,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,240.0,577338,Лето
1039.55,958,9,4,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Нижний Новгород,Сибирский,Новосибирск,Розничный,20.0,785339,Осень
1039.57,749,27,6,B2B,Физическое лицо,Спорттовары,Тренажеры,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,157.8,505632,Зима
104.1,168,72,8,B2B,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,17.6,73554,Осень
104.28,65,59,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Северо-Западный,Калининград,Розничный,1.36,759132,Весна
104.43,61,63,8,B2C,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,560.0,824601,Лето
104.44,108,5,3,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Северо-Западный,Калининград,Розничный,10.5,476332,Осень
104.5,183,72,3,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Центральный,Москва,Розничный,0.039,74577,Осень
104.62,83,64,8,B2C,Физическое лицо,Электроника,Аксессуары,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.24,20858,Лето
104.88,97,31,10,VIP,Физическое лицо,Бытовая техника,Крупная техника,Центральный,Нижний Новгород,Уральский,Екатеринбург,Розничный,700.0,917157,Осень
104.92,192,63,1,B2C,Физическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Приволжский,Казань,Розничный,60.0,175770,Зима
104.98,172,24,6,B2B,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Южный,Краснодар,Розничный,18.3,679387,Осень
1040.56,621,24,3,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,1.5,410625,Зима
1041.75,904,35,2,B2C,Физическое лицо,Спорттовары,Тренажеры,Центральный,Москва,Дальневосточный,Владивосток,Розничный,52.6,376499,Лето
1041.85,621,60,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Центральный,Москва,Розничный,0.68,317373,Лето
1041.94,976,12,4,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Центральный,Москва,Розничный,0.68,531125,Зима
1044.11,678,53,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Центральный,Москва,Розничный,1.36,622096,Зима
1044.4,844,52,1,B2C,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Центральный,Нижний Новгород,Розничный,9.0,221578,Зима
1044.54,661,36,9,B2C,Физическое лицо,Одежда,Женская,Центральный,Москва,Южный,Краснодар,Розничный,5.399999999999999,834320,Зима
1044.71,697,47,5,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Калининград,Розничный,87.5,934268,Зима
1044.76,764,35,3,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,15.0,110597,Весна
1044.83,665,18,2,VIP,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Дальневосточный,Владивосток,Розничный,0.36,992166,Лето
1044.85,626,2,10,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,3.0,561492,Лето
1045.35,751,3,5,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Приволжский,Казань,Розничный,2.5,235591,Лето
1045.36,634,29,7,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,1.75,419507,Весна
1045.64,685,62,9,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Южный,Краснодар,Оптовый,1.53,28680,Зима
1045.72,617,36,3,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,10.5,477975,Осень
1046.5,615,48,8,B2C,Физическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,1.36,451456,Зима
1046.63,971,24,9,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,19.8,674057,Лето
1047.65,700,53,10,B2C,Юридическое лицо,Электроника,Мобильные устройства,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,1.7,633327,Зима
1047.89,614,49,5,B2B,Физическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Северо-Западный,Калининград,Розничный,4.9,102916,Зима
1047.95,753,32,5,B2C,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Дальневосточный,Владивосток,Розничный,0.15,112333,Зима
1048.05,899,12,10,B2C,Юридическое лицо,Одежда,Унисекс,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,1.8,840837,Лето
1048.41,919,31,9,B2C,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Северо-Западный,Калининград,Розничный,3.6,521584,Осень
1048.44,854,11,8,B2B,Физическое лицо,Одежда,Женская,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,2.4,574296,Весна
1049.04,838,3,5,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Центральный,Москва,Розничный,17.5,448308,Зима
1049.08,676,67,6,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,157.8,763477,Весна
1049.27,732,40,2,B2C,Физическое лицо,Бытовая техника,Малая техника,Сибирский,Новосибирск,Северо-Западный,Санкт-Петербург,Розничный,18.0,141698,Весна
105.26,68,16,4,VIP,Юридическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Сибирский,Новосибирск,Розничный,1.0,987726,Весна
105.48,54,8,3,VIP,Физическое лицо,Электроника,Компьютеры,Сибирский,Новосибирск,Центральный,Москва,Розничный,6.600000000000001,494957,Лето
105.87,73,71,2,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Северо-Западный,Калининград,Розничный,4.4,243048,Весна
105.9,157,34,7,B2C,Физическое лицо,Электроника,Мобильные устройства,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,1.19,975990,Осень
105.98,53,58,4,B2C,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Сочи,Розничный,2.4,845416,Весна
105.98,187,26,7,B2C,Юридическое лицо,Электроника,Аксессуары,Центральный,Москва,Южный,Сочи,Розничный,0.21,97279,Зима
1050.38,868,52,3,VIP,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Южный,Краснодар,Розничный,2.1,82292,Лето
1051.04,994,16,2,B2B,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Сибирский,Новосибирск,Розничный,0.5,860466,Лето
1051.22,627,24,2,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Приволжский,Казань,Розничный,4.4,685862,Осень
1052.11,538,11,10,B2C,Юридическое лицо,Одежда,Женская,Южный,Сочи,Центральный,Нижний Новгород,Розничный,3.3,296609,Зима
1052.38,785,72,8,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Южный,Краснодар,Розничный,2.64,289374,Весна
1052.84,578,45,4,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Дальневосточный,Владивосток,Розничный,40.0,976630,Лето
1054.07,626,66,9,B2C,Физическое лицо,Спорттовары,Тренажеры,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,236.7,189353,Зима
1054.23,733,60,4,B2B,Физическое лицо,Одежда,Унисекс,Южный,Сочи,Северо-Западный,Калининград,Розничный,0.72,764382,Осень
1054.24,615,66,2,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Южный,Сочи,Розничный,0.5,847161,Весна
1054.3,590,48,3,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Приволжский,Казань,Розничный,1.5,561292,Весна
1054.55,955,58,6,B2C,Физическое лицо,Бытовая техника,Малая техника,Северо-Западный,Санкт-Петербург,Приволжский,Казань,Розничный,105.0,143508,Весна
1055.73,697,68,10,B2C,Физическое лицо,Электроника,Аксессуары,Приволжский,Казань,Центральный,Москва,Оптовый,0.13,292737,Осень
1055.86,660,38,5,B2B,Физическое лицо,Электроника,Аксессуары,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,1.25,922971,Зима
1056.53,853,19,7,B2C,Физическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Центральный,Нижний Новгород,Розничный,122.5,944309,Лето
1056.56,585,8,10,B2C,Физическое лицо,Одежда,Мужская,Южный,Сочи,Сибирский,Новосибирск,Розничный,7.0,483737,Весна
1057.64,589,40,6,B2B,Физическое лицо,Одежда,Женская,Приволжский,Казань,Центральный,Нижний Новгород,Оптовый,3.6,727407,Весна
1058.28,801,51,3,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Южный,Сочи,Розничный,180.0,359214,Весна
1058.32,563,2,3,B2C,Юридическое лицо,Спорттовары,Тренажеры,Северо-Западный,Санкт-Петербург,Северо-Западный,Санкт-Петербург,Розничный,78.9,683318,Осень
1058.38,657,23,3,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Центральный,Москва,Розничный,0.8999999999999999,37225,Осень
1058.47,687,45,3,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Уральский,Екатеринбург,Розничный,0.039,133862,Зима
1059.17,784,67,3,B2C,Физическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,1.2,444419,Лето
1059.2,678,36,1,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Южный,Сочи,Центральный,Москва,Розничный,70.0,27231,Лето
1059.89,877,69,9,B2C,Юридическое лицо,Электроника,Мобильные устройства,Южный,Сочи,Южный,Краснодар,Розничный,4.5,912875,Весна
106.18,119,7,10,B2C,Физическое лицо,Электроника,Мобильные устройства,Центральный,Москва,Северо-Западный,Калининград,Розничный,1.7,528516,Зима
106.46,114,26,1,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,0.013,114963,Весна
106.76,57,71,1,B2C,Юридическое лицо,Одежда,Унисекс,Южный,Сочи,Приволжский,Казань,Розничный,0.6,717545,Весна
1060.01,768,6,3,B2B,Физическое лицо,Одежда,Унисекс,Приволжский,Казань,Дальневосточный,Владивосток,Оптовый,1.8,667227,Лето
1060.1,984,39,9,B2C,Физическое лицо,Бытовая техника,Малая техника,Приволжский,Казань,Сибирский,Новосибирск,Оптовый,31.5,210194,Зима
1060.59,701,39,2,B2C,Физическое лицо,Одежда,Мужская,Северо-Западный,Санкт-Петербург,Южный,Краснодар,Розничный,0.6,256866,Осень
1060.7,647,3,1,B2B,Физическое лицо,Бытовая техника,Малая техника,Центральный,Нижний Новгород,Северо-Западный,Санкт-Петербург,Розничный,9.0,460948,Лето
1061.53,996,36,7,B2C,Юридическое лицо,Бытовая техника,Малая техника,Центральный,Москва,Северо-Западный,Санкт-Петербург,Розничный,21.35,482449,Лето
1061.69,981,46,2,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Центральный,Нижний Новгород,Розничный,1.0,500916,Лето
1063.29,607,54,2,B2C,Физическое лицо,Электроника,Компьютеры,Южный,Сочи,Уральский,Екатеринбург,Розничный,4.4,752968,Осень
1063.3,678,1,2,B2C,Физическое лицо,Одежда,Мужская,Центральный,Москва,Южный,Краснодар,Розничный,1.0,909263,Весна
1064.34,676,8,6,B2C,Физическое лицо,Электроника,Компьютеры,Приволжский,Казань,Центральный,Нижний Новгород,Розничный,60.0,375627,Лето
1064.36,655,61,2,B2C,Физическое лицо,Электроника,Компьютеры,Центральный,Москва,Уральский,Екатеринбург,Розничный,10.0,859847,Осень
1065.07,867,53,3,B2C,Физическое лицо,Одежда,Мужская,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Розничный,1.5,119121,Зима
1065.73,876,46,9,VIP,Физическое лицо,Одежда,Женская,Южный,Сочи,Южный,Сочи,Розничный,2.97,742999,Зима
1066.68,616,58,4,VIP,Юридическое лицо,Одежда,Унисекс,Сибирский,Новосибирск,Центральный,Нижний Новгород,Розничный,1.6,474686,Весна
1067.14,656,36,7,B2C,Физическое лицо,Одежда,Мужская,Центральный,Нижний Новгород,Южный,Краснодар,Розничный,3.5,221208,Осень
1067.15,647,14,4,B2B,Юридическое лицо,Бытовая техника,Крупная техника,Приволжский,Казань,Уральский,Екатеринбург,Оптовый,240.0,354508,Зима
1067.63,678,27,9,B2C,Физическое лицо,Электроника,Аксессуары,Северо-Западный,Санкт-Петербург,Дальневосточный,Владивосток,Розничный,2.25,196044,Весна
1067.7,654,55,10,B2C,Физическое лицо,Электроника,Аксессуары,Сибирский,Новосибирск,Уральский,Екатеринбург,Розничный,2.5,998037,Весна
107.03,100,15,5,B2C,Юридическое лицо,Бытовая техника,Малая техника,Южный,Сочи,Уральский,Екатеринбург,Розничный,4.9,766906,Лето
107.21,132,58,8,VIP,Физическое лицо,Одежда,Женская,Приволжский,Казань,Северо-Западный,Санкт-Петербург,Оптовый,4.8,286167,Лето
